timestamp_utc,timestamp_local,bidding_zone,price_eur_mwh,price_type
2021-11-08T09:30:00+00:00,2021-11-08T10:30:00+01:00,DE-LU,15.43,imbalance_short
2021-11-08T09:30:00+00:00,2021-11-08T10:30:00+01:00,FR,170.59,imbalance_long
2021-11-08T09:30:00+00:00,2021-11-08T10:30:00+01:00,FR,188.55,imbalance_short
2021-11-08T09:30:00+00:00,2021-11-08T10:30:00+01:00,NL,129.47,imbalance_long
2021-11-08T09:30:00+00:00,2021-11-08T10:30:00+01:00,NL,129.47,imbalance_short
2021-11-08T09:45:00+00:00,2021-11-08T10:45:00+01:00,DE-LU,-10.2,imbalance_long
2021-11-08T09:45:00+00:00,2021-11-08T10:45:00+01:00,DE-LU,-10.2,imbalance_short
2021-11-08T09:45:00+00:00,2021-11-08T10:45:00+01:00,NL,126.97,imbalance_long
2021-11-08T09:45:00+00:00,2021-11-08T10:45:00+01:00,NL,126.97,imbalance_short
2021-11-08T10:00:00+00:00,2021-11-08T11:00:00+01:00,DE-LU,31.57,imbalance_long
2021-11-08T10:00:00+00:00,2021-11-08T11:00:00+01:00,DE-LU,31.57,imbalance_short
2021-11-08T10:00:00+00:00,2021-11-08T11:00:00+01:00,FR,183.22,imbalance_long
2021-11-08T10:00:00+00:00,2021-11-08T11:00:00+01:00,FR,202.5,imbalance_short
2021-11-08T10:00:00+00:00,2021-11-08T11:00:00+01:00,NL,130.75,imbalance_long
2021-11-08T10:00:00+00:00,2021-11-08T11:00:00+01:00,NL,153.87,imbalance_short
2021-11-08T10:15:00+00:00,2021-11-08T11:15:00+01:00,DE-LU,52.7,imbalance_long
2021-11-08T10:15:00+00:00,2021-11-08T11:15:00+01:00,DE-LU,52.7,imbalance_short
2021-11-08T10:15:00+00:00,2021-11-08T11:15:00+01:00,NL,127.75,imbalance_long
2021-11-08T10:15:00+00:00,2021-11-08T11:15:00+01:00,NL,127.75,imbalance_short
2021-11-08T10:30:00+00:00,2021-11-08T11:30:00+01:00,DE-LU,53.29,imbalance_long
2021-11-08T10:30:00+00:00,2021-11-08T11:30:00+01:00,DE-LU,53.29,imbalance_short
2021-11-08T10:30:00+00:00,2021-11-08T11:30:00+01:00,FR,190.61,imbalance_long
2021-11-08T10:30:00+00:00,2021-11-08T11:30:00+01:00,FR,210.67,imbalance_short
2021-11-08T10:30:00+00:00,2021-11-08T11:30:00+01:00,NL,120.83,imbalance_long
2021-11-08T10:30:00+00:00,2021-11-08T11:30:00+01:00,NL,120.83,imbalance_short
2021-11-08T10:45:00+00:00,2021-11-08T11:45:00+01:00,DE-LU,5.82,imbalance_long
2021-11-08T10:45:00+00:00,2021-11-08T11:45:00+01:00,DE-LU,5.82,imbalance_short
2021-11-08T10:45:00+00:00,2021-11-08T11:45:00+01:00,NL,84.09,imbalance_long
2021-11-08T10:45:00+00:00,2021-11-08T11:45:00+01:00,NL,84.09,imbalance_short
2021-11-08T11:00:00+00:00,2021-11-08T12:00:00+01:00,DE-LU,51.82,imbalance_long
2021-11-08T11:00:00+00:00,2021-11-08T12:00:00+01:00,DE-LU,51.82,imbalance_short
2021-11-08T11:00:00+00:00,2021-11-08T12:00:00+01:00,FR,101.73,imbalance_long
