timestamp_utc,timestamp_local,bidding_zone,price_eur_mwh,load_actual_mw
2021-11-09T12:15:00+00:00,2021-11-09T13:15:00+01:00,NL,151.1,13766.07
2021-11-09T12:30:00+00:00,2021-11-09T13:30:00+01:00,AT,218.2,
2021-11-09T12:30:00+00:00,2021-11-09T13:30:00+01:00,BE,158.65,
2021-11-09T12:30:00+00:00,2021-11-09T13:30:00+01:00,CH,212.27,
2021-11-09T12:30:00+00:00,2021-11-09T13:30:00+01:00,DE-LU,127.46,70708.42
2021-11-09T12:30:00+00:00,2021-11-09T13:30:00+01:00,FR,171.46,63850
2021-11-09T12:30:00+00:00,2021-11-09T13:30:00+01:00,NL,151.1,13842.31
2021-11-09T12:45:00+00:00,2021-11-09T13:45:00+01:00,AT,218.2,
2021-11-09T12:45:00+00:00,2021-11-09T13:45:00+01:00,BE,158.65,
2021-11-09T12:45:00+00:00,2021-11-09T13:45:00+01:00,CH,212.27,
2021-11-09T12:45:00+00:00,2021-11-09T13:45:00+01:00,DE-LU,127.46,70156.78
2021-11-09T12:45:00+00:00,2021-11-09T13:45:00+01:00,FR,171.46,63850
2021-11-09T12:45:00+00:00,2021-11-09T13:45:00+01:00,NL,151.1,13914.67
2021-11-09T13:00:00+00:00,2021-11-09T14:00:00+01:00,AT,219.91,
2021-11-09T13:00:00+00:00,2021-11-09T14:00:00+01:00,BE,165.29,
2021-11-09T13:00:00+00:00,2021-11-09T14:00:00+01:00,CH,219.91,
2021-11-09T13:00:00+00:00,2021-11-09T14:00:00+01:00,DE-LU,147.01,69424.09
2021-11-09T13:00:00+00:00,2021-11-09T14:00:00+01:00,FR,175.52,61754
2021-11-09T13:00:00+00:00,2021-11-09T14:00:00+01:00,NL,152.95,13961.94
2021-11-09T13:15:00+00:00,2021-11-09T14:15:00+01:00,AT,219.91,
2021-11-09T13:15:00+00:00,2021-11-09T14:15:00+01:00,BE,165.29,
2021-11-09T13:15:00+00:00,2021-11-09T14:15:00+01:00,CH,219.91,
2021-11-09T13:15:00+00:00,2021-11-09T14:15:00+01:00,DE-LU,147.01,69462.92
2021-11-09T13:15:00+00:00,2021-11-09T14:15:00+01:00,FR,175.52,61754
2021-11-09T13:15:00+00:00,2021-11-09T14:15:00+01:00,NL,152.95,14104.53
2021-11-09T13:30:00+00:00,2021-11-09T14:30:00+01:00,AT,219.91,
2021-11-09T13:30:00+00:00,2021-11-09T14:30:00+01:00,BE,165.29,
2021-11-09T13:30:00+00:00,2021-11-09T14:30:00+01:00,CH,219.91,
2021-11-09T13:30:00+00:00,2021-11-09T14:30:00+01:00,DE-LU,147.01,69581.18
2021-11-09T13:30:00+00:00,2021-11-09T14:30:00+01:00,FR,175.52,61754
2021-11-09T13:30:00+00:00,2021-11-09T14:30:00+01:00,NL,152.95,14276.47
2021-11-09T13:45:00+00:00,2021-11-09T14:45:00+01:00,AT,219.91,
2021-11-09T13:45:00+00:00,2021-11-09T14:45:00+01:00,BE,165.29,
2021-11-09T13:45:00+00:00,2021-11-09T14:45:00+01:00,CH,219.91,
2021-11-09T13:45:00+00:00,2021-11-09T14:45:00+01:00,DE-LU,147.01,69237.13
2021-11-09T13:45:00+00:00,2021-11-09T14:45:00+01:00,FR,175.52,61754
2021-11-09T13:45:00+00:00,2021-11-09T14:45:00+01:00,NL,152.95,14435.3
2021-11-09T14:00:00+00:00,2021-11-09T15:00:00+01:00,AT,214.93,
2021-11-09T14:00:00+00:00,2021-11-09T15:00:00+01:00,BE,184.54,
2021-11-09T14:00:00+00:00,2021-11-09T15:00:00+01:00,CH,227.61,
2021-11-09T14:00:00+00:00,2021-11-09T15:00:00+01:00,DE-LU,170,69425.01
2021-11-09T14:00:00+00:00,2021-11-09T15:00:00+01:00,FR,191.89,60129
2021-11-09T14:00:00+00:00,2021-11-09T15:00:00+01:00,NL,170,14515.35
2021-11-09T14:15:00+00:00,2021-11-09T15:15:00+01:00,AT,214.93,
2021-11-09T14:15:00+00:00,2021-11-09T15:15:00+01:00,BE,184.54,
2021-11-09T14:15:00+00:00,2021-11-09T15:15:00+01:00,CH,227.61,
2021-11-09T14:15:00+00:00,2021-11-09T15:15:00+01:00,DE-LU,170,69371.76
2021-11-09T14:15:00+00:00,2021-11-09T15:15:00+01:00,FR,191.89,60129
2021-11-09T14:15:00+00:00,2021-11-09T15:15:00+01:00,NL,170,14731.9
2021-11-09T14:30:00+00:00,2021-11-09T15:30:00+01:00,AT,214.93,
2021-11-09T14:30:00+00:00,2021-11-09T15:30:00+01:00,BE,184.54,
2021-11-09T14:30:00+00:00,2021-11-09T15:30:00+01:00,CH,227.61,
2021-11-09T14:30:00+00:00,2021-11-09T15:30:00+01:00,DE-LU,170,69368.56
2021-11-09T14:30:00+00:00,2021-11-09T15:30:00+01:00,FR,191.89,60129
2021-11-09T14:30:00+00:00,2021-11-09T15:30:00+01:00,NL,170,14953.03
2021-11-09T14:45:00+00:00,2021-11-09T15:45:00+01:00,AT,214.93,
2021-11-09T14:45:00+00:00,2021-11-09T15:45:00+01:00,BE,184.54,
2021-11-09T14:45:00+00:00,2021-11-09T15:45:00+01:00,CH,227.61,
2021-11-09T14:45:00+00:00,2021-11-09T15:45:00+01:00,DE-LU,170,69261.86
2021-11-09T14:45:00+00:00,2021-11-09T15:45:00+01:00,FR,191.89,60129
2021-11-09T14:45:00+00:00,2021-11-09T15:45:00+01:00,NL,170,15126.43
2021-11-09T15:00:00+00:00,2021-11-09T16:00:00+01:00,AT,219.97,
2021-11-09T15:00:00+00:00,2021-11-09T16:00:00+01:00,BE,203.9,
2021-11-09T15:00:00+00:00,2021-11-09T16:00:00+01:00,CH,227.62,
2021-11-09T15:00:00+00:00,2021-11-09T16:00:00+01:00,DE-LU,203.9,69320.5
2021-11-09T15:00:00+00:00,2021-11-09T16:00:00+01:00,FR,212.41,59828
2021-11-09T15:00:00+00:00,2021-11-09T16:00:00+01:00,NL,203.9,15225.07
2021-11-09T15:15:00+00:00,2021-11-09T16:15:00+01:00,AT,219.97,
2021-11-09T15:15:00+00:00,2021-11-09T16:15:00+01:00,BE,203.9,
2021-11-09T15:15:00+00:00,2021-11-09T16:15:00+01:00,CH,227.62,
2021-11-09T15:15:00+00:00,2021-11-09T16:15:00+01:00,DE-LU,203.9,69723.98
2021-11-09T15:15:00+00:00,2021-11-09T16:15:00+01:00,FR,212.41,59828
2021-11-09T15:15:00+00:00,2021-11-09T16:15:00+01:00,NL,203.9,15356.26
2021-11-09T15:30:00+00:00,2021-11-09T16:30:00+01:00,AT,219.97,
2021-11-09T15:30:00+00:00,2021-11-09T16:30:00+01:00,BE,203.9,
2021-11-09T15:30:00+00:00,2021-11-09T16:30:00+01:00,CH,227.62,
2021-11-09T15:30:00+00:00,2021-11-09T16:30:00+01:00,DE-LU,203.9,70007.17
2021-11-09T15:30:00+00:00,2021-11-09T16:30:00+01:00,FR,212.41,59828
2021-11-09T15:30:00+00:00,2021-11-09T16:30:00+01:00,NL,203.9,15487.73
2021-11-09T15:45:00+00:00,2021-11-09T16:45:00+01:00,AT,219.97,
2021-11-09T15:45:00+00:00,2021-11-09T16:45:00+01:00,BE,203.9,
2021-11-09T15:45:00+00:00,2021-11-09T16:45:00+01:00,CH,227.62,
2021-11-09T15:45:00+00:00,2021-11-09T16:45:00+01:00,DE-LU,203.9,71133.57
2021-11-09T15:45:00+00:00,2021-11-09T16:45:00+01:00,FR,212.41,59828
2021-11-09T15:45:00+00:00,2021-11-09T16:45:00+01:00,NL,203.9,15747.6
2021-11-09T16:00:00+00:00,2021-11-09T17:00:00+01:00,AT,223.67,
2021-11-09T16:00:00+00:00,2021-11-09T17:00:00+01:00,BE,223.67,
2021-11-09T16:00:00+00:00,2021-11-09T17:00:00+01:00,CH,248.01,
2021-11-09T16:00:00+00:00,2021-11-09T17:00:00+01:00,DE-LU,223.67,72846.06
2021-11-09T16:00:00+00:00,2021-11-09T17:00:00+01:00,FR,223.67,63135
2021-11-09T16:00:00+00:00,2021-11-09T17:00:00+01:00,NL,223.67,16025.61
2021-11-09T16:15:00+00:00,2021-11-09T17:15:00+01:00,AT,223.67,
2021-11-09T16:15:00+00:00,2021-11-09T17:15:00+01:00,BE,223.67,
2021-11-09T16:15:00+00:00,2021-11-09T17:15:00+01:00,CH,248.01,
2021-11-09T16:15:00+00:00,2021-11-09T17:15:00+01:00,DE-LU,223.67,74002.04
2021-11-09T16:15:00+00:00,2021-11-09T17:15:00+01:00,FR,223.67,63135
2021-11-09T16:15:00+00:00,2021-11-09T17:15:00+01:00,NL,223.67,16446.71
2021-11-09T16:30:00+00:00,2021-11-09T17:30:00+01:00,AT,223.67,
2021-11-09T16:30:00+00:00,2021-11-09T17:30:00+01:00,BE,223.67,
2021-11-09T16:30:00+00:00,2021-11-09T17:30:00+01:00,CH,248.01,
2021-11-09T16:30:00+00:00,2021-11-09T17:30:00+01:00,DE-LU,223.67,74620.43
2021-11-09T16:30:00+00:00,2021-11-09T17:30:00+01:00,FR,223.67,63135
2021-11-09T16:30:00+00:00,2021-11-09T17:30:00+01:00,NL,223.67,16586.88
2021-11-09T16:45:00+00:00,2021-11-09T17:45:00+01:00,AT,223.67,
2021-11-09T16:45:00+00:00,2021-11-09T17:45:00+01:00,BE,223.67,
2021-11-09T16:45:00+00:00,2021-11-09T17:45:00+01:00,CH,248.01,
2021-11-09T16:45:00+00:00,2021-11-09T17:45:00+01:00,DE-LU,223.67,75158.63
2021-11-09T16:45:00+00:00,2021-11-09T17:45:00+01:00,FR,223.67,63135
2021-11-09T16:45:00+00:00,2021-11-09T17:45:00+01:00,NL,223.67,16514.08
2021-11-09T17:00:00+00:00,2021-11-09T18:00:00+01:00,AT,219.98,
2021-11-09T17:00:00+00:00,2021-11-09T18:00:00+01:00,BE,235.85,
2021-11-09T17:00:00+00:00,2021-11-09T18:00:00+01:00,CH,270.03,
2021-11-09T17:00:00+00:00,2021-11-09T18:00:00+01:00,DE-LU,190,74862.57
2021-11-09T17:00:00+00:00,2021-11-09T18:00:00+01:00,FR,255,68276
2021-11-09T17:00:00+00:00,2021-11-09T18:00:00+01:00,NL,215,16192.81
2021-11-09T17:15:00+00:00,2021-11-09T18:15:00+01:00,AT,219.98,
2021-11-09T17:15:00+00:00,2021-11-09T18:15:00+01:00,BE,235.85,
2021-11-09T17:15:00+00:00,2021-11-09T18:15:00+01:00,CH,270.03,
2021-11-09T17:15:00+00:00,2021-11-09T18:15:00+01:00,DE-LU,190,74639.18
2021-11-09T17:15:00+00:00,2021-11-09T18:15:00+01:00,FR,255,68276
2021-11-09T17:15:00+00:00,2021-11-09T18:15:00+01:00,NL,215,15920.85
2021-11-09T17:30:00+00:00,2021-11-09T18:30:00+01:00,AT,219.98,
2021-11-09T17:30:00+00:00,2021-11-09T18:30:00+01:00,BE,235.85,
2021-11-09T17:30:00+00:00,2021-11-09T18:30:00+01:00,CH,270.03,
2021-11-09T17:30:00+00:00,2021-11-09T18:30:00+01:00,DE-LU,190,74732.3
2021-11-09T17:30:00+00:00,2021-11-09T18:30:00+01:00,FR,255,68276
2021-11-09T17:30:00+00:00,2021-11-09T18:30:00+01:00,NL,215,15794.89
2021-11-09T17:45:00+00:00,2021-11-09T18:45:00+01:00,AT,219.98,
2021-11-09T17:45:00+00:00,2021-11-09T18:45:00+01:00,BE,235.85,
2021-11-09T17:45:00+00:00,2021-11-09T18:45:00+01:00,CH,270.03,
2021-11-09T17:45:00+00:00,2021-11-09T18:45:00+01:00,DE-LU,190,74599.16
2021-11-09T17:45:00+00:00,2021-11-09T18:45:00+01:00,FR,255,68276
2021-11-09T17:45:00+00:00,2021-11-09T18:45:00+01:00,NL,215,15697.96
2021-11-09T18:00:00+00:00,2021-11-09T19:00:00+01:00,AT,214.93,
2021-11-09T18:00:00+00:00,2021-11-09T19:00:00+01:00,BE,223.05,
2021-11-09T18:00:00+00:00,2021-11-09T19:00:00+01:00,CH,250.04,
2021-11-09T18:00:00+00:00,2021-11-09T19:00:00+01:00,DE-LU,184.56,74417.48
2021-11-09T18:00:00+00:00,2021-11-09T19:00:00+01:00,FR,239.44,69064
2021-11-09T18:00:00+00:00,2021-11-09T19:00:00+01:00,NL,181,15553.18
2021-11-09T18:15:00+00:00,2021-11-09T19:15:00+01:00,AT,214.93,
2021-11-09T18:15:00+00:00,2021-11-09T19:15:00+01:00,BE,223.05,
2021-11-09T18:15:00+00:00,2021-11-09T19:15:00+01:00,CH,250.04,
2021-11-09T18:15:00+00:00,2021-11-09T19:15:00+01:00,DE-LU,184.56,73769.49
2021-11-09T18:15:00+00:00,2021-11-09T19:15:00+01:00,FR,239.44,69064
2021-11-09T18:15:00+00:00,2021-11-09T19:15:00+01:00,NL,181,15403.08
2021-11-09T18:30:00+00:00,2021-11-09T19:30:00+01:00,AT,214.93,
2021-11-09T18:30:00+00:00,2021-11-09T19:30:00+01:00,BE,223.05,
2021-11-09T18:30:00+00:00,2021-11-09T19:30:00+01:00,CH,250.04,
2021-11-09T18:30:00+00:00,2021-11-09T19:30:00+01:00,DE-LU,184.56,72952.82
2021-11-09T18:30:00+00:00,2021-11-09T19:30:00+01:00,FR,239.44,69064
2021-11-09T18:30:00+00:00,2021-11-09T19:30:00+01:00,NL,181,15249.46
2021-11-09T18:45:00+00:00,2021-11-09T19:45:00+01:00,AT,214.93,
2021-11-09T18:45:00+00:00,2021-11-09T19:45:00+01:00,BE,223.05,
2021-11-09T18:45:00+00:00,2021-11-09T19:45:00+01:00,CH,250.04,
2021-11-09T18:45:00+00:00,2021-11-09T19:45:00+01:00,DE-LU,184.56,72437.58
2021-11-09T18:45:00+00:00,2021-11-09T19:45:00+01:00,FR,239.44,69064
2021-11-09T18:45:00+00:00,2021-11-09T19:45:00+01:00,NL,181,15118.13
2021-11-09T19:00:00+00:00,2021-11-09T20:00:00+01:00,AT,187.08,
2021-11-09T19:00:00+00:00,2021-11-09T20:00:00+01:00,BE,194.87,
2021-11-09T19:00:00+00:00,2021-11-09T20:00:00+01:00,CH,230.01,
2021-11-09T19:00:00+00:00,2021-11-09T20:00:00+01:00,DE-LU,141.62,71430.44
2021-11-09T19:00:00+00:00,2021-11-09T20:00:00+01:00,FR,218.4,65246
2021-11-09T19:00:00+00:00,2021-11-09T20:00:00+01:00,NL,152.3,14937.21
2021-11-09T19:15:00+00:00,2021-11-09T20:15:00+01:00,AT,187.08,
2021-11-09T19:15:00+00:00,2021-11-09T20:15:00+01:00,BE,194.87,
2021-11-09T19:15:00+00:00,2021-11-09T20:15:00+01:00,CH,230.01,
2021-11-09T19:15:00+00:00,2021-11-09T20:15:00+01:00,DE-LU,141.62,70103.84
2021-11-09T19:15:00+00:00,2021-11-09T20:15:00+01:00,FR,218.4,65246
2021-11-09T19:15:00+00:00,2021-11-09T20:15:00+01:00,NL,152.3,14756.09
2021-11-09T19:30:00+00:00,2021-11-09T20:30:00+01:00,AT,187.08,
2021-11-09T19:30:00+00:00,2021-11-09T20:30:00+01:00,BE,194.87,
2021-11-09T19:30:00+00:00,2021-11-09T20:30:00+01:00,CH,230.01,
2021-11-09T19:30:00+00:00,2021-11-09T20:30:00+01:00,DE-LU,141.62,68960.32
2021-11-09T19:30:00+00:00,2021-11-09T20:30:00+01:00,FR,218.4,65246
2021-11-09T19:30:00+00:00,2021-11-09T20:30:00+01:00,NL,152.3,14584.46
2021-11-09T19:45:00+00:00,2021-11-09T20:45:00+01:00,AT,187.08,
2021-11-09T19:45:00+00:00,2021-11-09T20:45:00+01:00,BE,194.87,
2021-11-09T19:45:00+00:00,2021-11-09T20:45:00+01:00,CH,230.01,
2021-11-09T19:45:00+00:00,2021-11-09T20:45:00+01:00,DE-LU,141.62,67904.73
2021-11-09T19:45:00+00:00,2021-11-09T20:45:00+01:00,FR,218.4,65246
2021-11-09T19:45:00+00:00,2021-11-09T20:45:00+01:00,NL,152.3,14458.89
2021-11-09T20:00:00+00:00,2021-11-09T21:00:00+01:00,AT,157.6,
2021-11-09T20:00:00+00:00,2021-11-09T21:00:00+01:00,BE,181.12,
2021-11-09T20:00:00+00:00,2021-11-09T21:00:00+01:00,CH,212.23,
2021-11-09T20:00:00+00:00,2021-11-09T21:00:00+01:00,DE-LU,141.72,66986.68
2021-11-09T20:00:00+00:00,2021-11-09T21:00:00+01:00,FR,197.52,62174
2021-11-09T20:00:00+00:00,2021-11-09T21:00:00+01:00,NL,152.1,14179.31
2021-11-09T20:15:00+00:00,2021-11-09T21:15:00+01:00,AT,157.6,
2021-11-09T20:15:00+00:00,2021-11-09T21:15:00+01:00,BE,181.12,
2021-11-09T20:15:00+00:00,2021-11-09T21:15:00+01:00,CH,212.23,
2021-11-09T20:15:00+00:00,2021-11-09T21:15:00+01:00,DE-LU,141.72,66123.28
2021-11-09T20:15:00+00:00,2021-11-09T21:15:00+01:00,FR,197.52,62174
2021-11-09T20:15:00+00:00,2021-11-09T21:15:00+01:00,NL,152.1,14004.52
2021-11-09T20:30:00+00:00,2021-11-09T21:30:00+01:00,AT,157.6,
2021-11-09T20:30:00+00:00,2021-11-09T21:30:00+01:00,BE,181.12,
2021-11-09T20:30:00+00:00,2021-11-09T21:30:00+01:00,CH,212.23,
2021-11-09T20:30:00+00:00,2021-11-09T21:30:00+01:00,DE-LU,141.72,64994.56
2021-11-09T20:30:00+00:00,2021-11-09T21:30:00+01:00,FR,197.52,62174
2021-11-09T20:30:00+00:00,2021-11-09T21:30:00+01:00,NL,152.1,13749.02
2021-11-09T20:45:00+00:00,2021-11-09T21:45:00+01:00,AT,157.6,
2021-11-09T20:45:00+00:00,2021-11-09T21:45:00+01:00,BE,181.12,
2021-11-09T20:45:00+00:00,2021-11-09T21:45:00+01:00,CH,212.23,
2021-11-09T20:45:00+00:00,2021-11-09T21:45:00+01:00,DE-LU,141.72,64003.22
2021-11-09T20:45:00+00:00,2021-11-09T21:45:00+01:00,FR,197.52,62174
2021-11-09T20:45:00+00:00,2021-11-09T21:45:00+01:00,NL,152.1,13531.43
2021-11-09T21:00:00+00:00,2021-11-09T22:00:00+01:00,AT,152.04,
2021-11-09T21:00:00+00:00,2021-11-09T22:00:00+01:00,BE,174.95,
2021-11-09T21:00:00+00:00,2021-11-09T22:00:00+01:00,CH,204.86,
2021-11-09T21:00:00+00:00,2021-11-09T22:00:00+01:00,DE-LU,138.14,63378.58
2021-11-09T21:00:00+00:00,2021-11-09T22:00:00+01:00,FR,191,61845
2021-11-09T21:00:00+00:00,2021-11-09T22:00:00+01:00,NL,152.2,13235.6
2021-11-09T21:15:00+00:00,2021-11-09T22:15:00+01:00,AT,152.04,
2021-11-09T21:15:00+00:00,2021-11-09T22:15:00+01:00,BE,174.95,
2021-11-09T21:15:00+00:00,2021-11-09T22:15:00+01:00,CH,204.86,
2021-11-09T21:15:00+00:00,2021-11-09T22:15:00+01:00,DE-LU,138.14,62587.51
2021-11-09T21:15:00+00:00,2021-11-09T22:15:00+01:00,FR,191,61845
2021-11-09T21:15:00+00:00,2021-11-09T22:15:00+01:00,NL,152.2,13013.38
2021-11-09T21:30:00+00:00,2021-11-09T22:30:00+01:00,AT,152.04,
2021-11-09T21:30:00+00:00,2021-11-09T22:30:00+01:00,BE,174.95,
2021-11-09T21:30:00+00:00,2021-11-09T22:30:00+01:00,CH,204.86,
2021-11-09T21:30:00+00:00,2021-11-09T22:30:00+01:00,DE-LU,138.14,61719.82
2021-11-09T21:30:00+00:00,2021-11-09T22:30:00+01:00,FR,191,61845
2021-11-09T21:30:00+00:00,2021-11-09T22:30:00+01:00,NL,152.2,12762.09
2021-11-09T21:45:00+00:00,2021-11-09T22:45:00+01:00,AT,152.04,
2021-11-09T21:45:00+00:00,2021-11-09T22:45:00+01:00,BE,174.95,
2021-11-09T21:45:00+00:00,2021-11-09T22:45:00+01:00,CH,204.86,
2021-11-09T21:45:00+00:00,2021-11-09T22:45:00+01:00,DE-LU,138.14,60650.44
2021-11-09T21:45:00+00:00,2021-11-09T22:45:00+01:00,FR,191,61845
2021-11-09T21:45:00+00:00,2021-11-09T22:45:00+01:00,NL,152.2,12596.55
2021-11-09T22:00:00+00:00,2021-11-09T23:00:00+01:00,AT,135.07,
2021-11-09T22:00:00+00:00,2021-11-09T23:00:00+01:00,BE,175,
2021-11-09T22:00:00+00:00,2021-11-09T23:00:00+01:00,CH,197.42,
2021-11-09T22:00:00+00:00,2021-11-09T23:00:00+01:00,DE-LU,120.06,59911.97
2021-11-09T22:00:00+00:00,2021-11-09T23:00:00+01:00,FR,188.19,62247
2021-11-09T22:00:00+00:00,2021-11-09T23:00:00+01:00,NL,152.3,12406.44
2021-11-09T22:15:00+00:00,2021-11-09T23:15:00+01:00,AT,135.07,
2021-11-09T22:15:00+00:00,2021-11-09T23:15:00+01:00,BE,175,
2021-11-09T22:15:00+00:00,2021-11-09T23:15:00+01:00,CH,197.42,
2021-11-09T22:15:00+00:00,2021-11-09T23:15:00+01:00,DE-LU,120.06,58670.06
2021-11-09T22:15:00+00:00,2021-11-09T23:15:00+01:00,FR,188.19,62247
2021-11-09T22:15:00+00:00,2021-11-09T23:15:00+01:00,NL,152.3,12217.47
2021-11-09T22:30:00+00:00,2021-11-09T23:30:00+01:00,AT,135.07,
2021-11-09T22:30:00+00:00,2021-11-09T23:30:00+01:00,BE,175,
2021-11-09T22:30:00+00:00,2021-11-09T23:30:00+01:00,CH,197.42,
2021-11-09T22:30:00+00:00,2021-11-09T23:30:00+01:00,DE-LU,120.06,57856.32
2021-11-09T22:30:00+00:00,2021-11-09T23:30:00+01:00,FR,188.19,62247
2021-11-09T22:30:00+00:00,2021-11-09T23:30:00+01:00,NL,152.3,11955.42
2021-11-09T22:45:00+00:00,2021-11-09T23:45:00+01:00,AT,135.07,
2021-11-09T22:45:00+00:00,2021-11-09T23:45:00+01:00,BE,175,
2021-11-09T22:45:00+00:00,2021-11-09T23:45:00+01:00,CH,197.42,
2021-11-09T22:45:00+00:00,2021-11-09T23:45:00+01:00,DE-LU,120.06,56928.8
2021-11-09T22:45:00+00:00,2021-11-09T23:45:00+01:00,FR,188.19,62247
2021-11-09T22:45:00+00:00,2021-11-09T23:45:00+01:00,NL,152.3,11783.67
2021-11-09T23:00:00+00:00,2021-11-10T00:00:00+01:00,AT,93.74,
2021-11-09T23:00:00+00:00,2021-11-10T00:00:00+01:00,BE,187.01,
2021-11-09T23:00:00+00:00,2021-11-10T00:00:00+01:00,CH,177.14,
2021-11-09T23:00:00+00:00,2021-11-10T00:00:00+01:00,DE-LU,93.74,56001.35
2021-11-09T23:00:00+00:00,2021-11-10T00:00:00+01:00,FR,187.01,59546
2021-11-09T23:00:00+00:00,2021-11-10T00:00:00+01:00,NL,93.74,11702.39
2021-11-09T23:15:00+00:00,2021-11-10T00:15:00+01:00,AT,93.74,
2021-11-09T23:15:00+00:00,2021-11-10T00:15:00+01:00,BE,187.01,
2021-11-09T23:15:00+00:00,2021-11-10T00:15:00+01:00,CH,177.14,
2021-11-09T23:15:00+00:00,2021-11-10T00:15:00+01:00,DE-LU,93.74,55287.71
2021-11-09T23:15:00+00:00,2021-11-10T00:15:00+01:00,FR,187.01,59546
2021-11-09T23:15:00+00:00,2021-11-10T00:15:00+01:00,NL,93.74,11639.4
2021-11-09T23:30:00+00:00,2021-11-10T00:30:00+01:00,AT,93.74,
2021-11-09T23:30:00+00:00,2021-11-10T00:30:00+01:00,BE,187.01,
2021-11-09T23:30:00+00:00,2021-11-10T00:30:00+01:00,CH,177.14,
2021-11-09T23:30:00+00:00,2021-11-10T00:30:00+01:00,DE-LU,93.74,54980.72
2021-11-09T23:30:00+00:00,2021-11-10T00:30:00+01:00,FR,187.01,59546
2021-11-09T23:30:00+00:00,2021-11-10T00:30:00+01:00,NL,93.74,11587.12
2021-11-09T23:45:00+00:00,2021-11-10T00:45:00+01:00,AT,93.74,
2021-11-09T23:45:00+00:00,2021-11-10T00:45:00+01:00,BE,187.01,
2021-11-09T23:45:00+00:00,2021-11-10T00:45:00+01:00,CH,177.14,
2021-11-09T23:45:00+00:00,2021-11-10T00:45:00+01:00,DE-LU,93.74,54393
2021-11-09T23:45:00+00:00,2021-11-10T00:45:00+01:00,FR,187.01,59546
2021-11-09T23:45:00+00:00,2021-11-10T00:45:00+01:00,NL,93.74,11451.47
2021-11-10T00:00:00+00:00,2021-11-10T01:00:00+01:00,AT,94.95,
2021-11-10T00:00:00+00:00,2021-11-10T01:00:00+01:00,BE,175.9,
2021-11-10T00:00:00+00:00,2021-11-10T01:00:00+01:00,CH,173.5,
2021-11-10T00:00:00+00:00,2021-11-10T01:00:00+01:00,DE-LU,94.95,53803.13
2021-11-10T00:00:00+00:00,2021-11-10T01:00:00+01:00,FR,180.91,57669
2021-11-10T00:00:00+00:00,2021-11-10T01:00:00+01:00,NL,99.9,11374.76
2021-11-10T00:15:00+00:00,2021-11-10T01:15:00+01:00,AT,94.95,
2021-11-10T00:15:00+00:00,2021-11-10T01:15:00+01:00,BE,175.9,
2021-11-10T00:15:00+00:00,2021-11-10T01:15:00+01:00,CH,173.5,
2021-11-10T00:15:00+00:00,2021-11-10T01:15:00+01:00,DE-LU,94.95,53525.51
2021-11-10T00:15:00+00:00,2021-11-10T01:15:00+01:00,FR,180.91,57669
2021-11-10T00:15:00+00:00,2021-11-10T01:15:00+01:00,NL,99.9,11322.74
2021-11-10T00:30:00+00:00,2021-11-10T01:30:00+01:00,AT,94.95,
2021-11-10T00:30:00+00:00,2021-11-10T01:30:00+01:00,BE,175.9,
2021-11-10T00:30:00+00:00,2021-11-10T01:30:00+01:00,CH,173.5,
2021-11-10T00:30:00+00:00,2021-11-10T01:30:00+01:00,DE-LU,94.95,53280.8
2021-11-10T00:30:00+00:00,2021-11-10T01:30:00+01:00,FR,180.91,57669
2021-11-10T00:30:00+00:00,2021-11-10T01:30:00+01:00,NL,99.9,11224.61
2021-11-10T00:45:00+00:00,2021-11-10T01:45:00+01:00,AT,94.95,
2021-11-10T00:45:00+00:00,2021-11-10T01:45:00+01:00,BE,175.9,
2021-11-10T00:45:00+00:00,2021-11-10T01:45:00+01:00,CH,173.5,
2021-11-10T00:45:00+00:00,2021-11-10T01:45:00+01:00,DE-LU,94.95,53055.87
2021-11-10T00:45:00+00:00,2021-11-10T01:45:00+01:00,FR,180.91,57669
2021-11-10T00:45:00+00:00,2021-11-10T01:45:00+01:00,NL,99.9,11158.95
2021-11-10T01:00:00+00:00,2021-11-10T02:00:00+01:00,AT,94.86,
2021-11-10T01:00:00+00:00,2021-11-10T02:00:00+01:00,BE,172,
2021-11-10T01:00:00+00:00,2021-11-10T02:00:00+01:00,CH,171.94,
2021-11-10T01:00:00+00:00,2021-11-10T02:00:00+01:00,DE-LU,94.86,52914.04
2021-11-10T01:00:00+00:00,2021-11-10T02:00:00+01:00,FR,179.5,56607
2021-11-10T01:00:00+00:00,2021-11-10T02:00:00+01:00,NL,94.86,11116
2021-11-10T01:15:00+00:00,2021-11-10T02:15:00+01:00,AT,94.86,
2021-11-10T01:15:00+00:00,2021-11-10T02:15:00+01:00,BE,172,
2021-11-10T01:15:00+00:00,2021-11-10T02:15:00+01:00,CH,171.94,
2021-11-10T01:15:00+00:00,2021-11-10T02:15:00+01:00,DE-LU,94.86,52720.53
2021-11-10T01:15:00+00:00,2021-11-10T02:15:00+01:00,FR,179.5,56607
2021-11-10T01:15:00+00:00,2021-11-10T02:15:00+01:00,NL,94.86,11084.55
2021-11-10T01:30:00+00:00,2021-11-10T02:30:00+01:00,AT,94.86,
2021-11-10T01:30:00+00:00,2021-11-10T02:30:00+01:00,BE,172,
2021-11-10T01:30:00+00:00,2021-11-10T02:30:00+01:00,CH,171.94,
2021-11-10T01:30:00+00:00,2021-11-10T02:30:00+01:00,DE-LU,94.86,52786.36
