timestamp_berlin,price_dayahead_DE_LU_EUR_MWh,price_dayahead_FR_EUR_MWh,price_dayahead_NL_EUR_MWh,load_actual_DE_LU_MW,load_actual_FR_MW,load_actual_NL_MW,gen_DE_LU_Biomass_Actual_Aggregated_MW,gen_DE_LU_Fossil_Brown_coal_Lignite_Actual_Aggregated_MW,gen_DE_LU_Fossil_Gas_Actual_Aggregated_MW,gen_DE_LU_Fossil_Hard_coal_Actual_Aggregated_MW,gen_DE_LU_Fossil_Oil_Actual_Aggregated_MW,gen_DE_LU_Geothermal_Actual_Aggregated_MW,gen_DE_LU_Hydro_Pumped_Storage_Actual_Aggregated_MW,gen_DE_LU_Hydro_Pumped_Storage_Actual_Consumption_MW,gen_DE_LU_Hydro_Run-of-river_and_poundage_Actual_Aggregated_MW,gen_DE_LU_Hydro_Water_Reservoir_Actual_Aggregated_MW,gen_DE_LU_Nuclear_Actual_Aggregated_MW,gen_DE_LU_Other_Actual_Aggregated_MW,gen_DE_LU_Other_renewable_Actual_Aggregated_MW,gen_DE_LU_Other_renewable_Actual_Consumption_MW,gen_DE_LU_Solar_Actual_Aggregated_MW,gen_DE_LU_Solar_Actual_Consumption_MW,gen_DE_LU_Waste_Actual_Aggregated_MW,gen_DE_LU_Wind_Offshore_Actual_Aggregated_MW,gen_DE_LU_Wind_Onshore_Actual_Aggregated_MW,gen_DE_LU_Wind_Onshore_Actual_Consumption_MW,gen_FR_Biomass_Actual_Aggregated_MW,gen_FR_Fossil_Gas_Actual_Aggregated_MW,gen_FR_Fossil_Hard_coal_Actual_Aggregated_MW,gen_FR_Fossil_Oil_Actual_Aggregated_MW,gen_FR_Hydro_Pumped_Storage_Actual_Aggregated_MW,gen_FR_Hydro_Pumped_Storage_Actual_Consumption_MW,gen_FR_Hydro_Run-of-river_and_poundage_Actual_Aggregated_MW,gen_FR_Hydro_Water_Reservoir_Actual_Aggregated_MW,gen_FR_Hydro_Water_Reservoir_Actual_Consumption_MW,gen_FR_Nuclear_Actual_Aggregated_MW,gen_FR_Solar_Actual_Aggregated_MW,gen_FR_Waste_Actual_Aggregated_MW,gen_FR_Wind_Onshore_Actual_Aggregated_MW,gen_NL_Biomass_Actual_Aggregated_MW,gen_NL_Biomass_Actual_Consumption_MW,gen_NL_Fossil_Gas_Actual_Aggregated_MW,gen_NL_Fossil_Gas_Actual_Consumption_MW,gen_NL_Fossil_Hard_coal_Actual_Aggregated_MW,gen_NL_Fossil_Hard_coal_Actual_Consumption_MW,gen_NL_Hydro_Run-of-river_and_poundage_Actual_Aggregated_MW,gen_NL_Hydro_Run-of-river_and_poundage_Actual_Consumption_MW,gen_NL_Nuclear_Actual_Aggregated_MW,gen_NL_Nuclear_Actual_Consumption_MW,gen_NL_Other_Actual_Aggregated_MW,gen_NL_Other_Actual_Consumption_MW,gen_NL_Solar_Actual_Aggregated_MW,gen_NL_Solar_Actual_Consumption_MW,gen_NL_Waste_Actual_Aggregated_MW,gen_NL_Waste_Actual_Consumption_MW,gen_NL_Wind_Offshore_Actual_Aggregated_MW,gen_NL_Wind_Offshore_Actual_Consumption_MW,gen_NL_Wind_Onshore_Actual_Aggregated_MW,gen_NL_Wind_Onshore_Actual_Consumption_MW,flow_DE_LU_to_FR_MW,flow_FR_to_DE_LU_MW,flow_DE_LU_to_NL_MW,flow_NL_to_DE_LU_MW,imbalance_DE_LU_long_EUR_MWh,imbalance_DE_LU_short_EUR_MWh,imbalance_FR_long_EUR_MWh,imbalance_FR_short_EUR_MWh,imbalance_NL_long_EUR_MWh,imbalance_NL_short_EUR_MWh
2021-11-08 00:00:00+01:00,55.39,172.86,200.1,49211.35,53728.0,10792.2,4277.1,9229.05,3255.89,3072.21,271.63,27.44,166.66,2344.64,992.1,74.88,6910.07,235.43,133.94,,0.33,0.0,896.16,4923.21,23192.12,0.0,339.0,6440.0,579.0,209.0,,1227.0,2854.0,629.0,,39612.0,0.0,256.0,2716.0,33.75,0.0,2710.28,44.22,2412.8,9.47,0.0,0.0,481.07,0.0,1642.08,1256.81,0.0,0.93,391.97,3.18,1445.71,0.0,469.11,5.51,240.418,41.2925,1468.2,0.0,16.12,16.12,84.36,93.24,161.99,161.99
2021-11-08 00:15:00+01:00,55.39,172.86,200.1,48650.62,53728.0,10735.58,4266.35,8865.26,3516.08,2996.16,271.5,27.47,184.88,2524.39,995.67,39.82,6913.44,235.55,133.56,,0.27,0.0,896.83,4851.91,23085.98,0.0,339.0,6440.0,579.0,209.0,,1227.0,2854.0,629.0,,39612.0,0.0,256.0,2716.0,34.9,0.0,2795.15,38.62,2419.03,9.5,0.0,0.0,481.04,0.0,1419.27,1336.32,0.0,0.88,385.38,2.75,1421.26,0.0,405.8,5.58,240.418,41.2925,1338.68,0.0,-19.0,-19.0,,,170.1,170.1
2021-11-08 00:30:00+01:00,55.39,172.86,200.1,48236.29,53728.0,10590.87,4271.11,8776.27,3513.57,2993.2,271.5,27.54,223.19,2592.87,1002.33,47.67,6904.92,235.45,133.55,,0.37,0.0,900.09,4815.1,22600.44,0.0,339.0,6440.0,579.0,209.0,,1227.0,2854.0,629.0,,39612.0,0.0,256.0,2716.0,34.63,0.0,2959.1,40.28,2422.87,9.47,0.0,0.0,481.02,0.0,1170.65,1351.89,0.0,0.92,381.44,3.34,1305.84,0.0,338.61,5.58,240.418,41.2925,1259.2,0.0,-45.76,-45.76,119.63,132.23,223.12,223.12
2021-11-08 00:45:00+01:00,55.39,172.86,200.1,47731.83,53728.0,10478.21,4274.47,8826.23,3517.3,2981.53,271.5,27.6,143.44,2535.57,1003.76,67.11,6938.54,235.48,133.7,,0.33,0.0,899.95,4839.79,22225.86,0.0,339.0,6440.0,579.0,209.0,,1227.0,2854.0,629.0,,39612.0,0.0,256.0,2716.0,34.25,0.0,3016.09,43.88,2410.16,9.77,0.0,0.0,481.07,0.0,1091.9,1361.08,0.0,0.9,374.8,3.04,1218.27,0.0,322.11,5.53,240.418,41.2925,1209.6,0.0,-27.41,-27.41,,,246.84,246.84
2021-11-08 01:00:00+01:00,57.94,165.68,189.0,47755.36,52011.0,10429.16,4274.21,8893.59,3511.58,2939.49,271.5,27.64,310.58,1552.68,1005.24,130.54,6956.82,235.38,133.61,,0.28,0.0,899.5,4919.96,21864.74,0.0,337.0,6149.0,389.0,209.0,,2086.0,2678.0,429.0,,39735.0,0.0,255.0,2663.0,34.4,0.0,2998.96,48.85,2408.8,9.73,0.0,0.0,481.08,0.0,1127.96,1369.37,0.0,0.9,347.78,3.34,1161.09,0.0,361.67,5.52,586.8225,0.0,1438.6,0.0,40.57,40.57,153.8,169.98,220.09,220.09
2021-11-08 01:15:00+01:00,57.94,165.68,189.0,47334.22,52011.0,10381.79,4285.44,8707.11,3527.11,2934.09,271.5,27.6,279.5,1337.94,1008.36,38.58,6955.88,235.58,135.52,,0.32,0.0,897.97,4936.4,21458.63,0.0,337.0,6149.0,389.0,209.0,,2086.0,2678.0,429.0,,39735.0,0.0,255.0,2663.0,34.84,0.0,3059.2,41.78,2415.67,9.57,0.0,0.0,481.08,0.0,1195.78,1379.56,0.0,0.89,341.28,3.06,959.44,0.0,410.34,5.47,586.8225,0.0,1417.52,0.0,29.68,29.68,,,287.27,287.27
2021-11-08 01:30:00+01:00,57.94,165.68,189.0,47001.32,52011.0,10297.58,4281.9,8650.62,3522.77,2942.68,271.5,27.59,292.49,1222.08,1005.56,46.73,6958.18,229.42,135.63,,0.35,0.0,894.48,4803.42,21183.37,0.0,337.0,6149.0,389.0,209.0,,2086.0,2678.0,429.0,,39735.0,0.0,255.0,2663.0,34.85,0.0,3072.1,40.65,2407.2,9.6,0.0,0.0,481.09,0.0,1363.5,1360.63,0.0,0.86,337.68,3.1,953.32,0.0,399.03,5.44,586.8225,0.0,1292.32,0.0,186.01,186.01,148.72,164.38,194.46,194.46
2021-11-08 01:45:00+01:00,57.94,165.68,189.0,46941.25,52011.0,10273.57,4281.17,8606.35,3519.74,3073.47,271.5,27.55,336.5,1136.84,1006.84,56.41,6951.73,229.59,135.62,,0.28,0.0,887.28,4911.0,20666.59,0.0,337.0,6149.0,389.0,209.0,,2086.0,2678.0,429.0,,39735.0,0.0,255.0,2663.0,34.31,0.0,2885.57,46.41,2399.13,9.54,0.0,0.0,481.06,0.0,1367.12,1378.65,0.0,0.92,361.67,3.33,1003.23,0.0,437.01,5.61,586.8225,0.0,1302.28,0.0,173.0,173.0,,,139.59,139.59
2021-11-08 02:00:00+01:00,62.95,155.75,180.0,46586.92,51208.0,10300.94,4267.71,8569.6,3537.57,3163.0,271.5,27.63,364.64,1777.06,1003.79,21.6,6933.49,229.42,135.32,,0.35,0.0,891.03,4860.45,20161.1,0.0,339.0,6031.0,410.0,209.0,,2459.0,2596.0,349.0,,40052.0,0.0,257.0,2601.0,34.24,0.0,3006.19,41.45,2398.64,9.33,0.0,0.0,481.09,0.0,1369.18,1422.47,0.0,0.85,369.21,3.24,1023.48,0.0,483.33,5.49,701.9865,0.0,1397.76,0.0,20.91,20.91,127.93,141.39,205.5,205.5
2021-11-08 02:15:00+01:00,62.95,155.75,180.0,46600.98,51208.0,10286.31,4262.3,8580.52,3510.97,3149.27,271.5,27.69,344.1,1696.1,1001.95,24.06,6907.51,229.37,134.89,,0.34,0.0,896.47,4784.46,19594.11,0.0,339.0,6031.0,410.0,209.0,,2459.0,2596.0,349.0,,40052.0,0.0,257.0,2601.0,34.5,0.0,3177.32,41.69,2414.73,9.54,0.0,0.0,481.09,0.0,1168.84,1453.14,0.0,0.88,366.95,3.2,894.74,0.0,564.39,5.27,701.9865,0.0,1338.52,0.0,-52.85,-52.85,,,202.72,202.72
2021-11-08 02:30:00+01:00,62.95,155.75,180.0,46570.62,51208.0,10253.05,4264.4,8725.24,3498.03,3132.22,271.5,27.77,351.71,1395.85,999.83,26.7,6889.23,229.42,134.18,,0.25,0.0,894.82,4850.75,19137.98,0.0,339.0,6031.0,410.0,209.0,,2459.0,2596.0,349.0,,40052.0,0.0,257.0,2601.0,34.62,0.0,3305.78,41.77,2414.73,9.7,0.0,0.0,481.12,0.0,1120.51,1465.72,0.0,0.9,366.35,3.05,850.94,0.0,572.35,5.24,701.9865,0.0,1266.52,0.0,46.15,46.15,128.05,141.53,170.0,170.0
2021-11-08 02:45:00+01:00,62.95,155.75,180.0,46896.87,51208.0,10244.81,4276.15,8807.77,3528.4,3213.16,271.5,27.79,348.36,1312.23,994.66,31.78,6909.38,229.52,134.16,,0.31,0.0,894.99,4854.9,18725.74,0.0,339.0,6031.0,410.0,209.0,,2459.0,2596.0,349.0,,40052.0,0.0,257.0,2601.0,34.4,0.0,3344.32,42.13,2413.6,9.5,0.0,0.0,481.14,0.0,1227.11,1463.3,0.0,0.92,369.88,2.98,881.1,0.0,460.23,5.24,701.9865,0.0,1192.04,0.0,156.67,156.67,,,180.24,180.24
2021-11-08 03:00:00+01:00,60.0,139.41,148.19,47069.46,49205.0,10321.81,4272.24,8997.23,3553.3,3716.44,271.5,27.81,439.78,1235.97,992.64,21.7,6911.93,229.34,133.71,,0.31,0.0,896.31,4849.02,18241.62,0.0,338.0,5919.0,389.0,209.0,,3064.0,2627.0,204.0,,40030.0,0.0,259.0,2422.0,34.49,0.0,3524.54,49.66,2412.64,9.6,0.0,0.0,481.66,0.0,1170.1,1482.36,0.0,0.84,367.36,3.35,921.46,0.0,422.79,5.35,739.351,0.0,1210.28,0.0,40.22,40.22,115.67,127.85,417.0,417.0
2021-11-08 03:15:00+01:00,60.0,139.41,148.19,46638.1,49205.0,10207.28,4244.76,8883.94,3554.42,4200.75,271.5,27.92,64.22,963.49,982.98,26.73,6896.75,229.42,134.21,,0.26,0.0,886.89,4838.99,17794.25,0.0,338.0,5919.0,389.0,209.0,,3064.0,2627.0,204.0,,40030.0,0.0,259.0,2422.0,34.72,0.0,3651.36,40.49,2406.7,9.78,0.0,0.0,481.15,0.0,1220.11,1467.1,0.0,0.89,367.7,3.02,877.98,0.0,395.25,5.6,739.351,0.0,1157.6,0.0,-7.37,-7.37,,,171.27,171.27
2021-11-08 03:30:00+01:00,60.0,139.41,148.19,46810.45,49205.0,10244.75,4234.98,9091.61,3660.3,4399.96,271.5,27.91,73.85,776.76,980.2,68.34,6935.78,229.39,134.77,,0.32,0.0,881.95,4576.36,17388.88,0.0,338.0,5919.0,389.0,209.0,,3064.0,2627.0,204.0,,40030.0,0.0,259.0,2422.0,34.44,0.0,3718.1,49.33,2400.8,9.72,0.0,0.0,481.16,0.0,1294.6,1483.7,0.0,0.91,362.22,3.13,871.26,0.0,302.03,5.26,739.351,0.0,1176.28,0.0,184.98,184.98,115.13,127.25,139.37,139.37
2021-11-08 03:45:00+01:00,60.0,139.41,148.19,47109.86,49205.0,10276.43,4251.75,9286.1,3767.72,4631.1,271.5,27.89,66.59,639.77,978.77,40.24,6937.94,229.14,134.41,,0.3,0.0,879.93,4702.45,16532.42,0.0,338.0,5919.0,389.0,209.0,,3064.0,2627.0,204.0,,40030.0,0.0,259.0,2422.0,34.35,0.0,3750.71,46.09,2404.36,9.53,0.0,0.0,481.2,0.0,1365.18,1506.46,0.0,0.88,367.7,3.2,862.98,0.0,248.79,5.32,739.351,0.0,1264.76,0.0,-91.05,-91.05,,,153.06,153.06
2021-11-08 04:00:00+01:00,60.92,139.36,154.1,47782.93,49134.0,10371.87,4257.92,9665.38,3973.25,4852.01,271.5,27.94,13.63,1047.18,978.4,31.87,6946.48,229.14,134.3,,0.27,0.0,886.46,4707.67,16244.54,0.0,340.0,5982.0,384.0,209.0,,2754.0,2624.0,97.0,,40412.0,0.0,257.0,2240.0,34.79,0.0,4050.32,37.94,2413.04,9.63,0.0,0.0,481.17,0.0,1589.3,1526.6,0.0,0.87,361.56,3.33,845.7,0.0,251.3,5.49,731.6555,0.0,1486.64,0.0,-96.87,-96.87,127.82,141.28,219.51,219.51
2021-11-08 04:15:00+01:00,60.92,139.36,154.1,47987.15,49134.0,10400.17,4266.97,9920.66,4174.29,4967.28,271.5,27.9,14.0,1001.07,977.91,32.19,6953.17,229.12,132.93,,0.31,0.0,901.41,4764.29,15772.45,0.0,340.0,5982.0,384.0,209.0,,2754.0,2624.0,97.0,,40412.0,0.0,257.0,2240.0,34.76,0.0,4202.23,39.14,2385.63,9.76,0.0,0.0,481.17,0.0,1729.39,1534.2,0.0,0.85,355.36,3.43,835.64,0.0,247.35,5.4,731.6555,0.0,1396.16,0.0,-95.58,-95.58,,,174.1,174.1
2021-11-08 04:30:00+01:00,60.92,139.36,154.1,49038.42,49134.0,10476.01,4288.6,10243.78,4269.25,5371.37,271.5,27.91,144.22,822.37,970.27,41.0,7144.29,229.39,132.53,,0.27,0.0,893.09,4463.93,15810.05,0.0,340.0,5982.0,384.0,209.0,,2754.0,2624.0,97.0,,40412.0,0.0,257.0,2240.0,34.04,0.0,4270.76,39.68,2312.23,9.6,0.0,0.0,481.17,0.0,1691.1,1545.06,0.0,0.9,361.27,3.48,841.15,0.0,255.67,5.4,731.6555,0.0,1459.28,0.0,-44.98,-44.98,73.3,81.02,183.69,183.69
2021-11-08 04:45:00+01:00,60.92,139.36,154.1,49745.12,49134.0,10499.51,4281.91,10705.26,4311.2,5530.72,271.5,27.9,272.78,891.4,970.62,31.91,7355.28,229.24,132.24,,0.34,0.0,886.43,4395.64,15527.89,0.0,340.0,5982.0,384.0,209.0,,2754.0,2624.0,97.0,,40412.0,0.0,257.0,2240.0,34.71,0.0,4518.14,37.7,2203.94,9.64,0.0,0.0,481.08,0.0,1594.76,1547.62,0.0,0.87,354.12,3.41,810.65,0.0,278.34,5.68,731.6555,0.0,1449.56,0.0,45.12,45.12,,,180.78,180.78
2021-11-08 05:00:00+01:00,74.97,152.55,134.0,50710.38,52323.0,10654.78,4281.7,11439.39,4531.47,5893.01,271.5,27.72,172.18,933.51,966.58,16.94,7510.88,228.94,132.01,,0.34,0.0,889.98,4130.62,15060.4,0.0,337.0,6571.0,495.0,209.0,,1717.0,2569.0,299.0,,40534.0,0.0,255.0,2030.0,34.69,0.0,4652.55,44.33,2191.5,9.77,0.0,0.0,481.08,0.0,1620.77,1591.02,0.0,0.87,342.7,3.49,780.96,0.0,299.85,6.36,794.376,0.0,1536.12,0.0,183.35,183.35,140.14,154.9,115.87,115.87
2021-11-08 05:15:00+01:00,74.97,152.55,134.0,51561.35,52323.0,10913.55,4317.58,12068.07,4694.52,6381.19,271.5,27.47,142.36,1064.49,969.83,38.63,7649.81,229.04,131.95,,0.3,0.0,887.02,4164.41,14775.2,0.0,337.0,6571.0,495.0,209.0,,1717.0,2569.0,299.0,,40534.0,0.0,255.0,2030.0,34.55,0.0,4653.9,37.71,2253.8,9.73,0.0,0.0,481.08,0.0,1564.11,1660.61,0.0,0.81,327.19,3.58,760.24,0.0,359.12,5.28,794.376,0.0,1798.44,0.0,-15.23,-15.23,,,425.0,425.0
2021-11-08 05:30:00+01:00,74.97,152.55,134.0,53205.04,52323.0,11014.64,4355.34,12583.04,4808.69,6784.79,271.5,27.42,687.55,944.45,969.67,36.12,7750.88,230.47,133.82,,0.39,0.0,883.79,4003.68,14695.91,0.0,337.0,6571.0,495.0,209.0,,1717.0,2569.0,299.0,,40534.0,0.0,255.0,2030.0,34.33,0.0,4773.38,22.27,2311.8,9.56,0.0,0.0,481.06,0.0,1582.7,1643.24,0.0,0.9,337.94,3.39,739.8,0.0,426.29,5.39,794.376,0.0,1664.52,0.0,-40.01,-40.01,151.5,167.44,177.72,177.72
2021-11-08 05:45:00+01:00,74.97,152.55,134.0,55298.06,52323.0,11224.14,4374.63,12749.61,5040.64,7705.31,271.5,27.2,795.97,545.95,967.68,31.42,7807.81,254.95,146.35,,0.36,0.0,883.18,3993.17,14376.46,0.0,337.0,6571.0,495.0,209.0,,1717.0,2569.0,299.0,,40534.0,0.0,255.0,2030.0,34.71,0.0,5194.78,23.82,2326.36,9.61,0.0,0.0,481.1,0.0,1661.53,1619.39,0.0,0.87,351.92,3.33,696.15,0.0,416.55,4.94,794.376,0.0,1588.88,0.0,-15.62,-15.62,,,425.0,425.0
2021-11-08 06:00:00+01:00,173.9,207.17,178.99,58993.82,58515.0,11555.83,4423.43,12938.62,6066.16,8787.59,271.5,27.14,879.68,843.68,966.15,28.05,7812.34,329.87,161.85,,0.33,0.0,880.48,4022.31,13915.73,0.0,339.0,7301.0,1021.0,214.0,139.0,,2876.0,1390.0,,40779.0,0.0,253.0,1963.0,34.14,0.0,6449.61,13.48,2360.2,9.67,0.0,0.0,481.04,0.0,2079.6,1621.35,0.0,0.93,350.76,3.27,587.43,0.0,389.33,5.13,544.898,0.9975,785.76,0.0,-9.36,-9.36,184.65,204.09,167.16,167.16
2021-11-08 06:15:00+01:00,173.9,207.17,178.99,61491.65,58515.0,11943.07,4445.6,13258.02,6534.11,9218.85,271.5,26.73,1567.87,436.33,959.88,56.37,7825.11,345.72,169.31,,0.4,0.0,882.54,4039.49,13841.59,0.0,339.0,7301.0,1021.0,214.0,139.0,,2876.0,1390.0,,40779.0,0.0,253.0,1963.0,34.19,0.0,6939.02,14.26,2335.33,9.78,0.0,0.0,481.08,0.0,2195.53,1694.96,0.0,0.84,356.39,3.62,471.78,0.0,393.64,4.89,544.898,0.9975,748.32,2.12,262.32,262.32,,,496.0,496.0
2021-11-08 06:30:00+01:00,173.9,207.17,178.99,63642.78,58515.0,12294.54,4449.06,13365.46,7287.46,9724.84,271.5,26.33,2158.76,73.87,955.4,159.07,7827.48,345.54,166.81,,0.46,0.0,883.2,3986.79,13456.81,0.0,339.0,7301.0,1021.0,214.0,139.0,,2876.0,1390.0,,40779.0,0.0,253.0,1963.0,34.27,0.0,7431.08,14.36,2393.24,9.78,0.0,0.0,481.07,0.0,2297.74,1679.2,0.0,0.93,353.04,3.68,469.81,0.0,422.19,4.82,544.898,0.9975,697.92,131.44,318.35,318.35,200.22,221.3,528.99,528.99
2021-11-08 06:45:00+01:00,173.9,207.17,178.99,65326.29,58515.0,12545.63,4458.82,13402.88,8417.36,10132.5,271.5,25.45,2248.16,7.36,959.7,90.8,7892.94,346.09,165.28,,0.48,0.0,882.73,4054.8,13123.27,0.0,339.0,7301.0,1021.0,214.0,139.0,,2876.0,1390.0,,40779.0,0.0,253.0,1963.0,34.24,0.0,7702.87,14.09,2389.53,10.12,0.0,0.0,480.98,0.0,2339.58,1641.32,0.0,0.87,343.46,3.85,496.06,0.0,434.8,5.23,544.898,0.9975,498.8,134.88,301.28,301.28,,,496.0,496.0
2021-11-08 07:00:00+01:00,221.15,229.02,224.0,67221.08,64102.0,13101.52,4538.13,13653.55,9355.7,10404.45,271.5,25.7,1824.09,227.73,960.63,61.83,7994.56,359.03,168.42,,9.3,0.0,889.84,3994.18,12891.93,0.0,341.0,7605.0,1191.0,215.0,1590.0,,3472.0,2362.0,,40847.0,182.0,253.0,1976.0,34.36,0.0,7941.72,14.51,2357.94,10.18,0.0,0.0,480.5,0.0,2639.91,1688.71,0.0,0.92,340.92,4.22,500.58,0.0,401.22,5.86,1196.2705,0.0,453.64,276.88,246.49,246.49,209.86,231.96,138.33,138.33
2021-11-08 07:15:00+01:00,221.15,229.02,224.0,67743.18,64102.0,13654.4,4584.69,13709.45,9584.51,10435.41,271.5,25.76,2468.34,39.49,963.31,121.5,8024.66,360.56,169.03,,43.76,0.0,882.17,3929.35,12513.37,0.0,341.0,7605.0,1191.0,215.0,1590.0,,3472.0,2362.0,,40847.0,182.0,253.0,1976.0,34.34,0.0,8143.92,14.3,2390.23,9.97,0.0,0.0,480.97,0.0,2637.33,1776.51,0.0,0.82,335.63,4.41,507.71,0.0,427.71,5.33,1196.2705,0.0,839.8,250.68,296.03,296.03,,,198.83,198.83
2021-11-08 07:30:00+01:00,221.15,229.02,224.0,68282.93,64102.0,14017.89,4604.92,13676.2,9706.37,10599.26,270.74,25.61,2763.93,33.57,963.23,183.75,8021.31,360.71,169.76,,186.32,0.0,885.52,3747.84,12035.83,0.0,341.0,7605.0,1191.0,215.0,1590.0,,3472.0,2362.0,,40847.0,182.0,253.0,1976.0,34.43,0.0,8384.71,14.45,2393.1,10.19,0.0,0.0,480.84,0.0,2747.76,1801.72,0.07,0.63,344.64,4.48,498.16,0.0,500.42,5.39,1196.2705,0.0,883.88,342.28,296.65,296.65,206.44,228.18,382.46,382.46
2021-11-08 07:45:00+01:00,221.15,229.02,224.0,69003.7,64102.0,14262.49,4627.9,13642.56,9871.16,10822.41,271.5,25.55,2438.06,145.07,962.56,255.87,8018.37,362.64,172.02,,583.64,0.0,878.9,3792.49,11631.38,0.0,341.0,7605.0,1191.0,215.0,1590.0,,3472.0,2362.0,,40847.0,182.0,253.0,1976.0,34.03,0.0,8600.92,14.33,2390.63,10.04,0.0,0.0,480.61,0.0,2842.58,1787.94,1.41,0.06,346.44,4.55,495.12,0.0,522.86,5.36,1196.2705,0.0,618.88,263.96,286.29,286.29,,,574.0,574.0
2021-11-08 08:00:00+01:00,214.08,248.05,225.02,69845.52,65947.0,14492.39,4681.3,13766.64,10222.93,10984.13,271.5,25.65,1432.52,223.79,963.95,178.88,8024.46,371.79,175.63,,1215.99,0.0,880.92,3656.32,11169.9,0.0,341.0,7750.0,1200.0,215.0,2225.0,,3868.0,2921.0,,40866.0,636.0,253.0,1943.0,34.03,0.0,8614.67,14.28,2365.0,10.12,0.0,0.0,480.47,0.0,3081.05,1790.37,4.85,0.01,342.96,4.61,476.45,0.0,447.93,5.57,1099.745,0.0,564.36,235.88,204.83,204.83,236.24,261.1,130.98,130.98
2021-11-08 08:15:00+01:00,214.08,248.05,225.02,70258.25,65947.0,14656.85,4695.27,13836.0,10356.62,10989.65,273.28,28.03,1676.95,233.68,964.28,103.83,8030.15,371.84,175.67,,2056.53,0.0,872.9,3593.03,10635.22,0.0,341.0,7750.0,1200.0,215.0,2225.0,,3868.0,2921.0,,40866.0,636.0,253.0,1943.0,33.85,0.0,8633.26,14.25,2369.54,10.18,0.0,0.0,480.55,0.0,3049.09,1811.11,9.62,0.0,335.2,4.59,472.3,0.0,494.82,5.32,1099.745,0.0,724.48,192.24,-84.79,-84.79,,,162.93,162.93
2021-11-08 08:30:00+01:00,214.08,248.05,225.02,70371.84,65947.0,14759.44,4688.91,13892.24,10638.72,10919.17,274.05,28.56,1439.1,143.41,966.34,76.05,8033.35,380.45,178.18,,2988.59,0.0,871.74,3681.82,10181.26,0.0,341.0,7750.0,1200.0,215.0,2225.0,,3868.0,2921.0,,40866.0,636.0,253.0,1943.0,33.67,0.0,8631.92,14.49,2388.03,9.97,0.0,0.0,480.49,0.0,2918.74,1827.32,18.21,0.0,340.04,4.49,466.44,0.0,495.51,5.35,1099.745,0.0,820.44,144.88,59.02,59.02,233.47,258.05,145.24,145.24
2021-11-08 08:45:00+01:00,214.08,248.05,225.02,70783.91,65947.0,14849.31,4675.5,13774.03,10972.13,10876.13,275.32,28.28,833.69,420.09,966.61,54.69,8026.64,380.4,179.0,,3929.69,0.0,873.14,4089.59,9944.9,0.0,341.0,7750.0,1200.0,215.0,2225.0,,3868.0,2921.0,,40866.0,636.0,253.0,1943.0,33.99,0.0,8582.91,14.41,2401.13,9.65,0.0,0.0,480.5,0.0,2871.67,1813.64,24.07,0.0,341.64,4.55,444.3,0.0,418.34,4.78,1099.745,0.0,910.16,25.36,6.2,6.2,,,162.93,162.93
2021-11-08 09:00:00+01:00,199.95,242.55,213.68,71485.99,66181.0,14865.19,4654.23,13962.63,10962.02,10869.23,277.23,28.26,614.05,432.49,968.54,80.95,8035.48,380.17,179.67,,4957.58,0.0,874.91,3997.8,9781.8,0.0,340.0,7505.0,1206.0,215.0,2041.0,,3891.0,2678.0,,40881.0,2128.0,252.0,1821.0,34.2,0.0,8608.0,14.15,2387.94,9.6,0.0,0.0,480.59,0.0,2960.01,1783.53,35.58,0.0,337.12,4.52,443.32,0.0,394.04,4.98,1135.113,0.0,1022.04,0.0,56.29,56.29,230.59,254.87,203.68,203.68
2021-11-08 09:15:00+01:00,199.95,242.55,213.68,71714.11,66181.0,14879.75,4656.61,13979.48,10753.48,10663.94,277.87,28.29,474.96,529.64,972.97,64.27,8036.05,380.14,177.18,,5980.78,0.0,881.42,4072.19,9482.71,0.0,340.0,7505.0,1206.0,215.0,2041.0,,3891.0,2678.0,,40881.0,2128.0,252.0,1821.0,33.77,0.0,8600.01,14.34,2361.9,9.47,0.0,0.0,480.54,0.0,3040.73,1756.33,44.62,0.0,346.56,3.48,440.22,0.0,471.6,5.26,1135.113,0.0,881.96,0.0,59.02,59.02,,,154.66,154.66
2021-11-08 09:30:00+01:00,199.95,242.55,213.68,71549.11,66181.0,14823.32,4637.19,14043.45,10549.87,10536.41,277.23,28.39,315.56,546.1,971.71,59.06,8032.96,380.27,173.67,,6948.68,0.0,886.82,3934.7,9275.3,0.0,340.0,7505.0,1206.0,215.0,2041.0,,3891.0,2678.0,,40881.0,2128.0,252.0,1821.0,33.79,0.0,8529.35,14.79,2360.06,9.45,0.0,0.0,480.51,0.0,3006.06,1744.37,36.51,0.0,341.84,3.28,414.46,0.0,524.37,5.34,1135.113,0.0,953.84,0.0,55.97,55.97,31.46,34.78,183.68,183.68
2021-11-08 09:45:00+01:00,199.95,242.55,213.68,71944.7,66181.0,14703.73,4637.54,14008.62,10551.36,10546.22,277.23,28.45,269.47,697.69,974.75,53.84,8030.59,380.32,174.77,,7757.48,0.0,890.04,3953.85,9095.36,0.0,340.0,7505.0,1206.0,215.0,2041.0,,3891.0,2678.0,,40881.0,2128.0,252.0,1821.0,34.03,0.0,8510.61,20.6,2364.74,9.47,0.0,0.0,480.46,0.0,3041.9,1697.64,49.59,0.0,341.18,3.35,396.69,0.0,527.91,5.72,1135.113,0.0,799.88,0.0,42.31,42.31,,,160.73,160.73
