filing_id,lei,company_name,country,period_end,date_added,json_url,package_url,error_count
14URO7KANNWKTLQY7F55-2021-12-31-ESEF-NL-0,14URO7KANNWKTLQY7F55,Tetragon Financial Group Limited,NL,2021-12-31,2022-03-22 00:00:00,https://filings.xbrl.org/14URO7KANNWKTLQY7F55/2021-12-31/ESEF/NL/0/14URO7KANNWKTLQY7F55-2021-12-31-T01.json,https://filings.xbrl.org/14URO7KANNWKTLQY7F55/2021-12-31/ESEF/NL/0/14URO7KANNWKTLQY7F55-2021-12-31.zip,0
14URO7KANNWKTLQY7F55-2022-12-31-ESEF-NL-0,14URO7KANNWKTLQY7F55,Tetragon Financial Group Limited,NL,2022-12-31,2023-03-14 10:41:52.020988,https://filings.xbrl.org/14URO7KANNWKTLQY7F55/2022-12-31/ESEF/NL/0/14URO7KANNWKTLQY7F55-2022-12-31-T01.json,https://filings.xbrl.org/14URO7KANNWKTLQY7F55/2022-12-31/ESEF/NL/0/14URO7KANNWKTLQY7F55-2022-12-31.zip,0
2138001S47XKWIB7TH90-2022-09-30-ESEF-GB-0,2138001S47XKWIB7TH90,EASYJET PLC,GB,2022-09-30,2023-01-05 00:00:00,https://filings.xbrl.org/2138001S47XKWIB7TH90/2022-09-30/ESEF/GB/0/2138001S47XKWIB7TH90-2022-09-30-T01.json,https://filings.xbrl.org/2138001S47XKWIB7TH90/2022-09-30/ESEF/GB/0/2138001S47XKWIB7TH90-2022-09-30.zip,0
2138002P5RNKC5W2JZ46-2022-02-26-ESEF-GB-0,2138002P5RNKC5W2JZ46,TESCO PLC,GB,2022-02-26,2022-05-17 00:00:00,https://filings.xbrl.org/2138002P5RNKC5W2JZ46/2022-02-26/ESEF/GB/0/2138002P5RNKC5W2JZ46-2022-02-26-T01.json,https://filings.xbrl.org/2138002P5RNKC5W2JZ46/2022-02-26/ESEF/GB/0/2138002P5RNKC5W2JZ46-2022-02-26.zip,0
2138004JBXWWJKIURC57-2021-12-31-ESEF-GB-0,2138004JBXWWJKIURC57,PEARSON PLC,GB,2021-12-31,2022-04-14 00:00:00,https://filings.xbrl.org/2138004JBXWWJKIURC57/2021-12-31/ESEF/GB/0/2138004JBXWWJKIURC57-2021-12-31-T01.json,https://filings.xbrl.org/2138004JBXWWJKIURC57/2021-12-31/ESEF/GB/0/2138004JBXWWJKIURC57-2021-12-31.zip,0
2138004JBXWWJKIURC57-2022-12-31-ESEF-GB-0,2138004JBXWWJKIURC57,PEARSON PLC,GB,2022-12-31,2023-04-04 21:49:58.455507,https://filings.xbrl.org/2138004JBXWWJKIURC57/2022-12-31/ESEF/GB/0/2138004JBXWWJKIURC57-2022-12-31-T01.json,https://filings.xbrl.org/2138004JBXWWJKIURC57/2022-12-31/ESEF/GB/0/2138004JBXWWJKIURC57-2022-12-31.zip,0
2138004KW8BV57III342-2021-12-31-ESEF-FR-0,2138004KW8BV57III342,PUBLICIS GROUPE SA,FR,2021-12-31,2022-04-26 00:00:00,https://filings.xbrl.org/2138004KW8BV57III342/2021-12-31/ESEF/FR/0/publicis-2021-12-31-fr.json,https://filings.xbrl.org/2138004KW8BV57III342/2021-12-31/ESEF/FR/0/publicis-2021-12-31-fr.zip,0
2138004KW8BV57III342-2022-12-31-ESEF-FR-0,2138004KW8BV57III342,PUBLICIS GROUPE SA,FR,2022-12-31,2023-05-02 12:23:05.841207,https://filings.xbrl.org/2138004KW8BV57III342/2022-12-31/ESEF/FR/0/publicis-2022-12-31-fr.json,https://filings.xbrl.org/2138004KW8BV57III342/2022-12-31/ESEF/FR/0/publicis-2022-12-31-fr.zip,0
2138008FABJXP4HUOK53-2021-12-31-ESEF-FR-0,2138008FABJXP4HUOK53,ANTIN INFRASTRUCTURE PARTNERS,FR,2021-12-31,2022-05-03 00:00:00,https://filings.xbrl.org/2138008FABJXP4HUOK53/2021-12-31/ESEF/FR/0/antinip-2021-12-31-en.json,https://filings.xbrl.org/2138008FABJXP4HUOK53/2021-12-31/ESEF/FR/0/antinip-2021-12-31-en.zip,0
2138008M6MH9OZ6U2T68-2022-09-30-ESEF-GB-0,2138008M6MH9OZ6U2T68,COMPASS GROUP PLC,GB,2022-09-30,2023-01-05 00:00:00,https://filings.xbrl.org/2138008M6MH9OZ6U2T68/2022-09-30/ESEF/GB/0/2138008M6MH9OZ6U2T68-2022-09-30-T01.json,https://filings.xbrl.org/2138008M6MH9OZ6U2T68/2022-09-30/ESEF/GB/0/2138008M6MH9OZ6U2T68-2022-09-30.zip,0
213800EC7997ZBLZJH69-2021-12-31-ESEF-GB-0,213800EC7997ZBLZJH69,ROLLS-ROYCE HOLDINGS PLC,GB,2021-12-31,2022-04-28 00:00:00,https://filings.xbrl.org/213800EC7997ZBLZJH69/2021-12-31/ESEF/GB/0/213800EC7997ZBLZJH69-2021-12-31-T01.json,https://filings.xbrl.org/213800EC7997ZBLZJH69/2021-12-31/ESEF/GB/0/213800EC7997ZBLZJH69-2021-12-31.zip,0
213800EC7997ZBLZJH69-2022-12-31-ESEF-GB-0,213800EC7997ZBLZJH69,ROLLS-ROYCE HOLDINGS PLC,GB,2022-12-31,2023-03-07 14:38:37.006921,https://filings.xbrl.org/213800EC7997ZBLZJH69/2022-12-31/ESEF/GB/0/213800EC7997ZBLZJH69-2022-12-31-T01.json,https://filings.xbrl.org/213800EC7997ZBLZJH69/2022-12-31/ESEF/GB/0/213800EC7997ZBLZJH69-2022-12-31.zip,0
213800EC7997ZBLZJH69-2022-12-31-ESEF-GB-1,213800EC7997ZBLZJH69,ROLLS-ROYCE HOLDINGS PLC,GB,2022-12-31,2023-04-04 21:50:03.962934,https://filings.xbrl.org/213800EC7997ZBLZJH69/2022-12-31/ESEF/GB/1/213800EC7997ZBLZJH69-2022-12-31-T01.json,https://filings.xbrl.org/213800EC7997ZBLZJH69/2022-12-31/ESEF/GB/1/213800EC7997ZBLZJH69-2022-12-31.zip,0
213800FKA5MF17RJKT63-2020-12-31-ESEF-GB-0,213800FKA5MF17RJKT63,BRITISH AMERICAN TOBACCO P.L.C.,GB,2020-12-31,2021-06-17 00:00:00,https://filings.xbrl.org/213800FKA5MF17RJKT63/2020-12-31/ESEF/GB/0/213800FKA5MF17RJKT63-2020-12-31-T01.json,https://filings.xbrl.org/213800FKA5MF17RJKT63/2020-12-31/ESEF/GB/0/213800FKA5MF17RJKT63-2020-12-31.zip,0
213800FKA5MF17RJKT63-2021-12-31-ESEF-GB-0,213800FKA5MF17RJKT63,BRITISH AMERICAN TOBACCO P.L.C.,GB,2021-12-31,2022-03-15 00:00:00,https://filings.xbrl.org/213800FKA5MF17RJKT63/2021-12-31/ESEF/GB/0/213800FKA5MF17RJKT63-2021-12-31-T01.json,https://filings.xbrl.org/213800FKA5MF17RJKT63/2021-12-31/ESEF/GB/0/213800FKA5MF17RJKT63-2021-12-31.zip,0
213800FKA5MF17RJKT63-2022-12-31-ESEF-GB-0,213800FKA5MF17RJKT63,BRITISH AMERICAN TOBACCO P.L.C.,GB,2022-12-31,2023-03-07 14:38:24.602191,https://filings.xbrl.org/213800FKA5MF17RJKT63/2022-12-31/ESEF/GB/0/213800FKA5MF17RJKT63-2022-12-31-T01.json,https://filings.xbrl.org/213800FKA5MF17RJKT63/2022-12-31/ESEF/GB/0/213800FKA5MF17RJKT63-2022-12-31.zip,0
213800FUJCKXO9LK3444-2021-12-31-ESEF-FR-0,213800FUJCKXO9LK3444,GeNeuro SA,FR,2021-12-31,2022-04-28 00:00:00,https://filings.xbrl.org/213800FUJCKXO9LK3444/2021-12-31/ESEF/FR/0/GENEURO-2021-12-31-en.json,https://filings.xbrl.org/213800FUJCKXO9LK3444/2021-12-31/ESEF/FR/0/GENEURO-2021-12-31-en.zip,0
213800HKRFK8PNUNV581-2022-03-31-ESEF-NL-0,213800HKRFK8PNUNV581,ACCSYS TECHNOLOGIES PLC,NL,2022-03-31,2022-08-17 00:00:00,https://filings.xbrl.org/213800HKRFK8PNUNV581/2022-03-31/ESEF/NL/0/accsys-2022-03-31-en.json,https://filings.xbrl.org/213800HKRFK8PNUNV581/2022-03-31/ESEF/NL/0/accsys-2022-03-31-en.zip,0
213800KBMEV7I92FY281-2022-01-31-ESEF-GB-0,213800KBMEV7I92FY281,KINGFISHER PLC,GB,2022-01-31,2022-04-19 00:00:00,https://filings.xbrl.org/213800KBMEV7I92FY281/2022-01-31/ESEF/GB/0/213800KBMEV7I92FY281-2022-01-31-T01.json,https://filings.xbrl.org/213800KBMEV7I92FY281/2022-01-31/ESEF/GB/0/213800KBMEV7I92FY281-2022-01-31.zip,0
213800LBQA1Y9L22JB70-2021-12-31-ESEF-GB-0,213800LBQA1Y9L22JB70,BARCLAYS PLC,GB,2021-12-31,2022-03-08 00:00:00,https://filings.xbrl.org/213800LBQA1Y9L22JB70/2021-12-31/ESEF/GB/0/213800LBQA1Y9L22JB70-2021-12-31-T01.json,https://filings.xbrl.org/213800LBQA1Y9L22JB70/2021-12-31/ESEF/GB/0/213800LBQA1Y9L22JB70-2021-12-31.zip,0
213800LBQA1Y9L22JB70-2022-12-31-ESEF-GB-0,213800LBQA1Y9L22JB70,BARCLAYS PLC,GB,2022-12-31,2023-02-15 18:11:09.566967,https://filings.xbrl.org/213800LBQA1Y9L22JB70/2022-12-31/ESEF/GB/0/213800LBQA1Y9L22JB70-2022-12-31-T01.json,https://filings.xbrl.org/213800LBQA1Y9L22JB70/2022-12-31/ESEF/GB/0/213800LBQA1Y9L22JB70-2022-12-31.zip,0
213800LH1BZH3DI6G760-2021-12-31-ESEF-GB-0,213800LH1BZH3DI6G760,BP P.L.C.,GB,2021-12-31,2022-04-14 00:00:00,https://filings.xbrl.org/213800LH1BZH3DI6G760/2021-12-31/ESEF/GB/0/213800LH1BZH3DI6G760-2021-12-31-T01.json,https://filings.xbrl.org/213800LH1BZH3DI6G760/2021-12-31/ESEF/GB/0/213800LH1BZH3DI6G760-2021-12-31.zip,0
213800LH1BZH3DI6G760-2022-12-31-ESEF-GB-0,213800LH1BZH3DI6G760,BP P.L.C.,GB,2022-12-31,2023-03-14 10:38:04.355142,https://filings.xbrl.org/213800LH1BZH3DI6G760/2022-12-31/ESEF/GB/0/213800LH1BZH3DI6G760-2022-12-31-T01.json,https://filings.xbrl.org/213800LH1BZH3DI6G760/2022-12-31/ESEF/GB/0/213800LH1BZH3DI6G760-2022-12-31.zip,0
213800LRO7NS5CYQMN21-2022-03-31-ESEF-GB-0,213800LRO7NS5CYQMN21,BT GROUP PLC,GB,2022-03-31,2022-06-07 00:00:00,https://filings.xbrl.org/213800LRO7NS5CYQMN21/2022-03-31/ESEF/GB/0/213800LRO7NS5CYQMN21-2022-03-31-T01.json,https://filings.xbrl.org/213800LRO7NS5CYQMN21/2022-03-31/ESEF/GB/0/213800LRO7NS5CYQMN21-2022-03-31.zip,0
213800LRO7NS5CYQMN21-2022-03-31-ESEF-GB-1,213800LRO7NS5CYQMN21,BT GROUP PLC,GB,2022-03-31,2022-08-30 00:00:00,https://filings.xbrl.org/213800LRO7NS5CYQMN21/2022-03-31/ESEF/GB/1/213800LRO7NS5CYQMN21-2022-03-31-T01.json,https://filings.xbrl.org/213800LRO7NS5CYQMN21/2022-03-31/ESEF/GB/1/213800LRO7NS5CYQMN21-2022-03-31.zip,0
213800QAUUUP6I445N30-2021-12-31-ESEF-GB-0,213800QAUUUP6I445N30,LONDON STOCK EXCHANGE GROUP PLC,GB,2021-12-31,2022-04-13 00:00:00,https://filings.xbrl.org/213800QAUUUP6I445N30/2021-12-31/ESEF/GB/0/213800QAUUUP6I445N30-2021-12-31-T01.json,https://filings.xbrl.org/213800QAUUUP6I445N30/2021-12-31/ESEF/GB/0/213800QAUUUP6I445N30-2021-12-31.zip,0
213800QAUUUP6I445N30-2022-12-31-ESEF-GB-0,213800QAUUUP6I445N30,LONDON STOCK EXCHANGE GROUP PLC,GB,2022-12-31,2023-03-28 11:22:49.668515,https://filings.xbrl.org/213800QAUUUP6I445N30/2022-12-31/ESEF/GB/0/213800QAUUUP6I445N30-2022-12-31-T01.json,https://filings.xbrl.org/213800QAUUUP6I445N30/2022-12-31/ESEF/GB/0/213800QAUUUP6I445N30-2022-12-31.zip,0
213800TB53ELEUKM7Q61-2022-03-31-ESEF-GB-0,213800TB53ELEUKM7Q61,VODAFONE GROUP PUBLIC LIMITED COMPANY,GB,2022-03-31,2022-07-27 00:00:00,https://filings.xbrl.org/213800TB53ELEUKM7Q61/2022-03-31/ESEF/GB/0/213800TB53ELEUKM7Q61-2022-03-31-T01.json,https://filings.xbrl.org/213800TB53ELEUKM7Q61/2022-03-31/ESEF/GB/0/213800TB53ELEUKM7Q61-2022-03-31.zip,0
213800WFQ334R8UXUG83-2022-12-31-ESEF-FR-0,213800WFQ334R8UXUG83,VINCI,FR,2022-12-31,2023-03-02 10:04:28.472461,https://filings.xbrl.org/213800WFQ334R8UXUG83/2022-12-31/ESEF/FR/0/213800WFQ334R8UXUG83-2022-12-31AR.json,https://filings.xbrl.org/213800WFQ334R8UXUG83/2022-12-31/ESEF/FR/0/213800WFQ334R8UXUG83-2022-12-31AR.zip,0
213800XC35KGM9NFC641-2021-12-31-ESEF-GB-0,213800XC35KGM9NFC641,SEGRO PUBLIC LIMITED COMPANY,GB,2021-12-31,2022-03-08 00:00:00,https://filings.xbrl.org/213800XC35KGM9NFC641/2021-12-31/ESEF/GB/0/213800XC35KGM9NFC641-2021-12-31-T01.json,https://filings.xbrl.org/213800XC35KGM9NFC641/2021-12-31/ESEF/GB/0/213800XC35KGM9NFC641-2021-12-31.zip,0
213800XC35KGM9NFC641-2022-12-31-ESEF-GB-0,213800XC35KGM9NFC641,SEGRO PUBLIC LIMITED COMPANY,GB,2022-12-31,2023-03-14 10:38:50.033275,https://filings.xbrl.org/213800XC35KGM9NFC641/2022-12-31/ESEF/GB/0/213800XC35KGM9NFC641-2022-12-31-T01.json,https://filings.xbrl.org/213800XC35KGM9NFC641/2022-12-31/ESEF/GB/0/213800XC35KGM9NFC641-2022-12-31.zip,0
213800YOEO5OQ72G2R82-2021-12-31-ESEF-GB-0,213800YOEO5OQ72G2R82,RIO TINTO PLC,GB,2021-12-31,2022-03-15 00:00:00,https://filings.xbrl.org/213800YOEO5OQ72G2R82/2021-12-31/ESEF/GB/0/213800YOEO5OQ72G2R82-2021-12-31-T01.json,https://filings.xbrl.org/213800YOEO5OQ72G2R82/2021-12-31/ESEF/GB/0/213800YOEO5OQ72G2R82-2021-12-31.zip,0
213800YOEO5OQ72G2R82-2022-12-31-ESEF-GB-0,213800YOEO5OQ72G2R82,RIO TINTO PLC,GB,2022-12-31,2023-02-23 11:41:03.977240,https://filings.xbrl.org/213800YOEO5OQ72G2R82/2022-12-31/ESEF/GB/0/213800YOEO5OQ72G2R82-2022-12-31-T01.json,https://filings.xbrl.org/213800YOEO5OQ72G2R82/2022-12-31/ESEF/GB/0/213800YOEO5OQ72G2R82-2022-12-31.zip,0
213800Z8NOHIKRI42W10-2021-12-31-ESEF-NL-0,213800Z8NOHIKRI42W10,STMICROELECTRONICS N.V.,NL,2021-12-31,2022-03-29 00:00:00,https://filings.xbrl.org/213800Z8NOHIKRI42W10/2021-12-31/ESEF/NL/0/213800Z8NOHIKRI42W10-2021-12-31-en.json,https://filings.xbrl.org/213800Z8NOHIKRI42W10/2021-12-31/ESEF/NL/0/213800Z8NOHIKRI42W10-2021-12-31-en.zip,0
213800Z8NOHIKRI42W10-2022-12-31-ESEF-NL-0,213800Z8NOHIKRI42W10,STMICROELECTRONICS N.V.,NL,2022-12-31,2023-03-28 11:25:28.442789,https://filings.xbrl.org/213800Z8NOHIKRI42W10/2022-12-31/ESEF/NL/0/213800Z8NOHIKRI42W10-2022-12-31-en.json,https://filings.xbrl.org/213800Z8NOHIKRI42W10/2022-12-31/ESEF/NL/0/213800Z8NOHIKRI42W10-2022-12-31-en.zip,0
213800ZVIELEA55JMJ32-2022-06-30-ESEF-GB-0,213800ZVIELEA55JMJ32,DIAGEO PLC,GB,2022-06-30,2022-08-17 00:00:00,https://filings.xbrl.org/213800ZVIELEA55JMJ32/2022-06-30/ESEF/GB/0/213800ZVIELEA55JMJ32-2022-06-30-T01.json,https://filings.xbrl.org/213800ZVIELEA55JMJ32/2022-06-30/ESEF/GB/0/213800ZVIELEA55JMJ32-2022-06-30.zip,0
2221003G8BRH3CPABK72-2021-12-31-ESEF-LU-0,2221003G8BRH3CPABK72,SOLUTIONS 30 SE,LU,2021-12-31,2022-05-03 00:00:00,https://filings.xbrl.org/2221003G8BRH3CPABK72/2021-12-31/ESEF/LU/0/solutions30-2021-12-31-en.json,https://filings.xbrl.org/2221003G8BRH3CPABK72/2021-12-31/ESEF/LU/0/solutions30-2021-12-31-en.zip,0
2221003G8BRH3CPABK72-2021-12-31-ESEF-LU-1,2221003G8BRH3CPABK72,SOLUTIONS 30 SE,LU,2021-12-31,2022-05-03 00:00:00,https://filings.xbrl.org/2221003G8BRH3CPABK72/2021-12-31/ESEF/LU/1/solutions30-2021-12-31-fr.json,https://filings.xbrl.org/2221003G8BRH3CPABK72/2021-12-31/ESEF/LU/1/solutions30-2021-12-31-fr.zip,0
2221003G8BRH3CPABK72-2022-12-31-ESEF-LU-0,2221003G8BRH3CPABK72,SOLUTIONS 30 SE,LU,2022-12-31,2023-05-09 13:24:13.661979,https://filings.xbrl.org/2221003G8BRH3CPABK72/2022-12-31/ESEF/LU/0/solutions30-2022-12-31-fr.json,https://filings.xbrl.org/2221003G8BRH3CPABK72/2022-12-31/ESEF/LU/0/solutions30-2022-12-31-fr.zip,0
2221003G8BRH3CPABK72-2022-12-31-ESEF-LU-1,2221003G8BRH3CPABK72,SOLUTIONS 30 SE,LU,2022-12-31,2023-05-09 13:24:37.994862,https://filings.xbrl.org/2221003G8BRH3CPABK72/2022-12-31/ESEF/LU/1/solutions30-2022-12-31-en.json,https://filings.xbrl.org/2221003G8BRH3CPABK72/2022-12-31/ESEF/LU/1/solutions30-2022-12-31-en.zip,0
222100GEODKMZ0FFWK29-2021-12-31-ESEF-LU-0,222100GEODKMZ0FFWK29,SWORD GROUP SE,LU,2021-12-31,2022-08-31 00:00:00,https://filings.xbrl.org/222100GEODKMZ0FFWK29/2021-12-31/ESEF/LU/0/swordgroup-2021-12-31-fr.json,https://filings.xbrl.org/222100GEODKMZ0FFWK29/2021-12-31/ESEF/LU/0/swordgroup-2021-12-31-fr.zip,0
254900YF0PQV9APMA050-2021-12-31-ESEF-NL-0,254900YF0PQV9APMA050,NX Filtration N.V.,NL,2021-12-31,2022-03-16 00:00:00,https://filings.xbrl.org/254900YF0PQV9APMA050/2021-12-31/ESEF/NL/0/254900YF0PQV9APMA050-2021-12-31-en.json,https://filings.xbrl.org/254900YF0PQV9APMA050/2021-12-31/ESEF/NL/0/254900YF0PQV9APMA050-2021-12-31-en.zip,0
254900YF0PQV9APMA050-2022-12-31-ESEF-NL-0,254900YF0PQV9APMA050,NX Filtration N.V.,NL,2022-12-31,2023-02-14 09:48:06.384553,https://filings.xbrl.org/254900YF0PQV9APMA050/2022-12-31/ESEF/NL/0/254900YF0PQV9APMA050-2022-12-31-en.json,https://filings.xbrl.org/254900YF0PQV9APMA050/2022-12-31/ESEF/NL/0/254900YF0PQV9APMA050-2022-12-31.zip,1
2W8N8UU78PMDQKZENC08-2021-12-31-ESEF-IT-0,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA,IT,2021-12-31,2023-05-30 18:09:33.737742,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2021-12-31/ESEF/IT/0/2W8N8UU78PMDQKZENC08-2021-12-31.json,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2021-12-31/ESEF/IT/0/2W8N8UU78PMDQKZENC08-2021-12-31.zip,0
2W8N8UU78PMDQKZENC08-2021-12-31-ESEF-IT-1,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA,IT,2021-12-31,2023-05-30 18:13:12.336496,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2021-12-31/ESEF/IT/1/2W8N8UU78PMDQKZENC08-2021-12-31.json,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2021-12-31/ESEF/IT/1/2W8N8UU78PMDQKZENC08-2021-12-31.zip,0
2W8N8UU78PMDQKZENC08-2022-12-31-ESEF-IT-0,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA,IT,2022-12-31,2023-05-30 15:29:39.824914,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2022-12-31/ESEF/IT/0/2W8N8UU78PMDQKZENC08-2022-12-31-en.json,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2022-12-31/ESEF/IT/0/2W8N8UU78PMDQKZENC08-2022-12-31-en.zip,0
2W8N8UU78PMDQKZENC08-2022-12-31-ESEF-IT-1,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA,IT,2022-12-31,2023-05-30 18:06:16.045307,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2022-12-31/ESEF/IT/1/2W8N8UU78PMDQKZENC08-2022-12-31-it.json,https://filings.xbrl.org/2W8N8UU78PMDQKZENC08/2022-12-31/ESEF/IT/1/2W8N8UU78PMDQKZENC08-2022-12-31-it.zip,0
3157000YTVO4TN65UM14-2021-12-31-ESEF-NL-0,3157000YTVO4TN65UM14,CTP N.V.,NL,2021-12-31,2022-06-14 00:00:00,https://filings.xbrl.org/3157000YTVO4TN65UM14/2021-12-31/ESEF/NL/0/ctpnv-2021-12-31-en.json,https://filings.xbrl.org/3157000YTVO4TN65UM14/2021-12-31/ESEF/NL/0/ctpnv-2021-12-31-en.zip,0
3157000YTVO4TN65UM14-2022-12-31-ESEF-NL-0,3157000YTVO4TN65UM14,CTP N.V.,NL,2022-12-31,2023-03-07 14:38:56.305470,https://filings.xbrl.org/3157000YTVO4TN65UM14/2022-12-31/ESEF/NL/0/ctpnv-2022-12-31-en.json,https://filings.xbrl.org/3157000YTVO4TN65UM14/2022-12-31/ESEF/NL/0/ctpnv-2022-12-31-en.zip,0
391200MBZQNPFHIVKO34-2021-12-31-ESEF-IT-0,391200MBZQNPFHIVKO34,BB Biotech AG,IT,2021-12-31,2023-05-30 18:13:05.075498,https://filings.xbrl.org/391200MBZQNPFHIVKO34/2021-12-31/ESEF/IT/0/391200MBZQNPFHIVKO34-2021-12-31-en.json,https://filings.xbrl.org/391200MBZQNPFHIVKO34/2021-12-31/ESEF/IT/0/391200MBZQNPFHIVKO34-2021-12-31-en.zip,0
391200MBZQNPFHIVKO34-2021-12-31-ESEF-IT-1,391200MBZQNPFHIVKO34,BB Biotech AG,IT,2021-12-31,2025-05-21 14:34:21.335962,https://filings.xbrl.org/391200MBZQNPFHIVKO34/2021-12-31/ESEF/IT/1/391200MBZQNPFHIVKO34-2021-12-31-en.json,https://filings.xbrl.org/391200MBZQNPFHIVKO34/2021-12-31/ESEF/IT/1/391200MBZQNPFHIVKO34-2021-12-31-en.zip,0
391200MBZQNPFHIVKO34-2022-12-31-ESEF-IT-0,391200MBZQNPFHIVKO34,BB Biotech AG,IT,2022-12-31,2023-05-30 18:06:36.641548,https://filings.xbrl.org/391200MBZQNPFHIVKO34/2022-12-31/ESEF/IT/0/391200MBZQNPFHIVKO34-2022-12-31-en.json,https://filings.xbrl.org/391200MBZQNPFHIVKO34/2022-12-31/ESEF/IT/0/391200MBZQNPFHIVKO34-2022-12-31-en.zip,0
391200WHND7OZEFNNL77-2021-03-31-ESEF-AT-0,391200WHND7OZEFNNL77,Fabasoft AG,AT,2021-03-31,2022-01-18 00:00:00,https://filings.xbrl.org/391200WHND7OZEFNNL77/2021-03-31/ESEF/AT/0/fabasoft.json,https://filings.xbrl.org/391200WHND7OZEFNNL77/2021-03-31/ESEF/AT/0/fabasoft.zip,0
391200WHND7OZEFNNL77-2022-03-31-ESEF-AT-0,391200WHND7OZEFNNL77,Fabasoft AG,AT,2022-03-31,2022-06-14 00:00:00,https://filings.xbrl.org/391200WHND7OZEFNNL77/2022-03-31/ESEF/AT/0/391200WHND7OZEFNNL77-2022-03-31-de.json,https://filings.xbrl.org/391200WHND7OZEFNNL77/2022-03-31/ESEF/AT/0/fabasoft.zip,0
3TK20IVIUJ8J3ZU0QE75-2021-12-31-ESEF-NL-0,3TK20IVIUJ8J3ZU0QE75,ING BANK N.V.,NL,2021-12-31,2022-03-16 00:00:00,https://filings.xbrl.org/3TK20IVIUJ8J3ZU0QE75/2021-12-31/ESEF/NL/0/ingbank-2021-12-31.json,https://filings.xbrl.org/3TK20IVIUJ8J3ZU0QE75/2021-12-31/ESEF/NL/0/ingbank-20211231.zip,0
3TK20IVIUJ8J3ZU0QE75-2022-12-31-ESEF-NL-0,3TK20IVIUJ8J3ZU0QE75,ING BANK N.V.,NL,2022-12-31,2023-03-14 10:41:00.255313,https://filings.xbrl.org/3TK20IVIUJ8J3ZU0QE75/2022-12-31/ESEF/NL/0/ingbank-2022-12-31-en.json,https://filings.xbrl.org/3TK20IVIUJ8J3ZU0QE75/2022-12-31/ESEF/NL/0/ingbank-2022-12-31-en.zip,0
4N6SD705LP5XZKA2A097-2020-12-31-ESEF-FR-0,4N6SD705LP5XZKA2A097,Vantiva,FR,2020-12-31,2021-05-18 00:00:00,https://filings.xbrl.org/4N6SD705LP5XZKA2A097/2020-12-31/ESEF/FR/0/4N6SD705LP5XZKA2A097-2020-12-31AR.json,https://filings.xbrl.org/4N6SD705LP5XZKA2A097/2020-12-31/ESEF/FR/0/4N6SD705LP5XZKA2A097-2020-12-31AR.zip,0
4N6SD705LP5XZKA2A097-2021-12-31-ESEF-FR-0,4N6SD705LP5XZKA2A097,Vantiva,FR,2021-12-31,2022-04-07 00:00:00,https://filings.xbrl.org/4N6SD705LP5XZKA2A097/2021-12-31/ESEF/FR/0/4N6SD705LP5XZKA2A097-2021-12-31AR.json,https://filings.xbrl.org/4N6SD705LP5XZKA2A097/2021-12-31/ESEF/FR/0/4N6SD705LP5XZKA2A097-2021-12-31AR.zip,0
4N6SD705LP5XZKA2A097-2022-12-31-ESEF-FR-0,4N6SD705LP5XZKA2A097,Vantiva,FR,2022-12-31,2023-05-02 12:23:49.188696,https://filings.xbrl.org/4N6SD705LP5XZKA2A097/2022-12-31/ESEF/FR/0/4N6SD705LP5XZKA2A097-2022-12-31AR.json,https://filings.xbrl.org/4N6SD705LP5XZKA2A097/2022-12-31/ESEF/FR/0/4N6SD705LP5XZKA2A097-2022-12-31AR.zip,0
52990006IVXY7GCSSR39-2021-12-31-ESEF-FR-0,52990006IVXY7GCSSR39,Sartorius Stedim Biotech,FR,2021-12-31,2022-03-23 00:00:00,https://filings.xbrl.org/52990006IVXY7GCSSR39/2021-12-31/ESEF/FR/0/sartoriusstedimbiotech-20211231.json,https://filings.xbrl.org/52990006IVXY7GCSSR39/2021-12-31/ESEF/FR/0/sartoriusstedimbiotech-20211231.zip,0
52990006IVXY7GCSSR39-2022-12-31-ESEF-FR-0,52990006IVXY7GCSSR39,Sartorius Stedim Biotech,FR,2022-12-31,2023-02-21 10:33:57.952209,https://filings.xbrl.org/52990006IVXY7GCSSR39/2022-12-31/ESEF/FR/0/sartoriusstedimbiotech.json,https://filings.xbrl.org/52990006IVXY7GCSSR39/2022-12-31/ESEF/FR/0/sartoriusstedimbiotech.zip,0
52990021YEMY298JY727-2020-12-31-ESEF-AT-0,52990021YEMY298JY727,FACC AG,AT,2020-12-31,2021-05-18 00:00:00,https://filings.xbrl.org/52990021YEMY298JY727/2020-12-31/ESEF/AT/0/01_FACCAG_DE_LB.json,https://filings.xbrl.org/52990021YEMY298JY727/2020-12-31/ESEF/AT/0/01_FACCAG_DE_LB.zip,0
